/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset photo train_idx: 1123, val_idx: 374, test_idx: 5990
Debug: Dataset photo train_idx: 10, val_idx: 10, test_idx: 10
Dataset: photo | #Nodes: 7487 | #Edges: 238087 | #Classes: 8 |#Features: 745
Epoch 00179 | Loss(train) 0.7090 | Acc(train) 0.7427 | Acc(val) 0.9064 |
Epoch 00180 | Loss(train) 0.6391 | Acc(train) 0.7685 | Acc(val) 0.9118 |
Epoch 00181 | Loss(train) 0.6367 | Acc(train) 0.7970 | Acc(val) 0.9011 |
Epoch 00182 | Loss(train) 0.6617 | Acc(train) 0.7747 | Acc(val) 0.9011 |
Epoch 00183 | Loss(train) 0.6415 | Acc(train) 0.7747 | Acc(val) 0.8904 |
Epoch 00184 | Loss(train) 0.6547 | Acc(train) 0.7703 | Acc(val) 0.8957 |
Epoch 00185 | Loss(train) 0.6660 | Acc(train) 0.7729 | Acc(val) 0.9037 |
Epoch 00186 | Loss(train) 0.6978 | Acc(train) 0.7774 | Acc(val) 0.9251 |*
Epoch 00187 | Loss(train) 0.7076 | Acc(train) 0.7551 | Acc(val) 0.9251 |
Epoch 00188 | Loss(train) 0.6866 | Acc(train) 0.7729 | Acc(val) 0.8957 |
Epoch 00189 | Loss(train) 0.6749 | Acc(train) 0.7765 | Acc(val) 0.8797 |
Epoch 00190 | Loss(train) 0.6295 | Acc(train) 0.7890 | Acc(val) 0.8850 |
Epoch 00191 | Loss(train) 0.6716 | Acc(train) 0.7587 | Acc(val) 0.8984 |
Epoch 00192 | Loss(train) 0.6421 | Acc(train) 0.7952 | Acc(val) 0.9091 |
Epoch 00193 | Loss(train) 0.6883 | Acc(train) 0.7614 | Acc(val) 0.9118 |
Epoch 00194 | Loss(train) 0.6723 | Acc(train) 0.7605 | Acc(val) 0.9118 |
Epoch 00195 | Loss(train) 0.7245 | Acc(train) 0.7551 | Acc(val) 0.9091 |
Epoch 00196 | Loss(train) 0.6547 | Acc(train) 0.7881 | Acc(val) 0.9091 |
Epoch 00197 | Loss(train) 0.6588 | Acc(train) 0.7729 | Acc(val) 0.9144 |
Epoch 00198 | Loss(train) 0.6505 | Acc(train) 0.7872 | Acc(val) 0.9118 |
Epoch 00199 | Loss(train) 0.6819 | Acc(train) 0.7694 | Acc(val) 0.9064 |
Epoch 00200 | Loss(train) 0.6275 | Acc(train) 0.7916 | Acc(val) 0.9064 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 99.00 MB
GPU Memory Reserved: 222.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1142 | Acc(train) 0.0988 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.3792 | Acc(train) 0.2378 | Acc(val) 0.2701 |*
Epoch 00003 | Loss(train) 2.1091 | Acc(train) 0.2128 | Acc(val) 0.4198 |*
Epoch 00004 | Loss(train) 1.9883 | Acc(train) 0.2280 | Acc(val) 0.2701 |
Epoch 00005 | Loss(train) 2.0043 | Acc(train) 0.2146 | Acc(val) 0.4305 |*
Epoch 00006 | Loss(train) 1.9923 | Acc(train) 0.2395 | Acc(val) 0.4385 |*
Epoch 00007 | Loss(train) 1.9548 | Acc(train) 0.2752 | Acc(val) 0.4198 |
Epoch 00008 | Loss(train) 1.9273 | Acc(train) 0.2814 | Acc(val) 0.5401 |*
Epoch 00009 | Loss(train) 1.9065 | Acc(train) 0.2903 | Acc(val) 0.4251 |
Epoch 00010 | Loss(train) 1.8670 | Acc(train) 0.3072 | Acc(val) 0.4198 |
Epoch 00011 | Loss(train) 1.8402 | Acc(train) 0.2992 | Acc(val) 0.4198 |
Epoch 00012 | Loss(train) 1.8657 | Acc(train) 0.3037 | Acc(val) 0.4278 |
Epoch 00013 | Loss(train) 1.8229 | Acc(train) 0.3099 | Acc(val) 0.4278 |
Epoch 00014 | Loss(train) 1.7917 | Acc(train) 0.3286 | Acc(val) 0.4251 |
Epoch 00015 | Loss(train) 1.7800 | Acc(train) 0.3508 | Acc(val) 0.4225 |
Epoch 00016 | Loss(train) 1.7622 | Acc(train) 0.3580 | Acc(val) 0.4305 |
Epoch 00017 | Loss(train) 1.7483 | Acc(train) 0.3598 | Acc(val) 0.4572 |
Epoch 00018 | Loss(train) 1.6658 | Acc(train) 0.3865 | Acc(val) 0.4759 |
Epoch 00019 | Loss(train) 1.7181 | Acc(train) 0.3847 | Acc(val) 0.5160 |
Epoch 00020 | Loss(train) 1.6601 | Acc(train) 0.3936 | Acc(val) 0.5428 |*
Epoch 00021 | Loss(train) 1.6211 | Acc(train) 0.4176 | Acc(val) 0.5187 |
Epoch 00022 | Loss(train) 1.6120 | Acc(train) 0.4123 | Acc(val) 0.5267 |
Epoch 00023 | Loss(train) 1.5831 | Acc(train) 0.4087 | Acc(val) 0.5481 |*
Epoch 00024 | Loss(train) 1.5925 | Acc(train) 0.4043 | Acc(val) 0.5561 |*
Epoch 00025 | Loss(train) 1.5162 | Acc(train) 0.4443 | Acc(val) 0.5668 |*
Epoch 00026 | Loss(train) 1.5320 | Acc(train) 0.4346 | Acc(val) 0.6016 |*
Epoch 00027 | Loss(train) 1.5167 | Acc(train) 0.4381 | Acc(val) 0.6043 |*
Epoch 00028 | Loss(train) 1.4868 | Acc(train) 0.4541 | Acc(val) 0.6150 |*
Epoch 00029 | Loss(train) 1.4306 | Acc(train) 0.4800 | Acc(val) 0.6203 |*
Epoch 00030 | Loss(train) 1.4387 | Acc(train) 0.4711 | Acc(val) 0.6123 |
Epoch 00031 | Loss(train) 1.4232 | Acc(train) 0.4702 | Acc(val) 0.6123 |
Epoch 00032 | Loss(train) 1.3788 | Acc(train) 0.4978 | Acc(val) 0.6203 |
Epoch 00033 | Loss(train) 1.3435 | Acc(train) 0.4880 | Acc(val) 0.6337 |*
Epoch 00034 | Loss(train) 1.3122 | Acc(train) 0.5156 | Acc(val) 0.6471 |*
Epoch 00035 | Loss(train) 1.3161 | Acc(train) 0.5138 | Acc(val) 0.6471 |
Epoch 00036 | Loss(train) 1.2912 | Acc(train) 0.5254 | Acc(val) 0.6684 |*
Epoch 00037 | Loss(train) 1.2039 | Acc(train) 0.5574 | Acc(val) 0.6791 |*
Epoch 00038 | Loss(train) 1.2497 | Acc(train) 0.5405 | Acc(val) 0.6952 |*
Epoch 00039 | Loss(train) 1.2400 | Acc(train) 0.5307 | Acc(val) 0.7273 |*
Epoch 00040 | Loss(train) 1.2235 | Acc(train) 0.5663 | Acc(val) 0.7086 |
Epoch 00041 | Loss(train) 1.1875 | Acc(train) 0.5485 | Acc(val) 0.6979 |
Epoch 00042 | Loss(train) 1.1635 | Acc(train) 0.5592 | Acc(val) 0.7139 |
Epoch 00043 | Loss(train) 1.1594 | Acc(train) 0.5779 | Acc(val) 0.7460 |*
Epoch 00044 | Loss(train) 1.0861 | Acc(train) 0.6118 | Acc(val) 0.7460 |
Epoch 00045 | Loss(train) 1.1257 | Acc(train) 0.5815 | Acc(val) 0.7941 |*
Epoch 00046 | Loss(train) 1.1094 | Acc(train) 0.5931 | Acc(val) 0.8075 |*
Epoch 00047 | Loss(train) 1.1038 | Acc(train) 0.6037 | Acc(val) 0.8021 |
Epoch 00048 | Loss(train) 1.0460 | Acc(train) 0.6135 | Acc(val) 0.8102 |*
Epoch 00049 | Loss(train) 1.0189 | Acc(train) 0.6189 | Acc(val) 0.8102 |
Epoch 00050 | Loss(train) 1.0238 | Acc(train) 0.6242 | Acc(val) 0.7995 |
Epoch 00051 | Loss(train) 1.0908 | Acc(train) 0.6269 | Acc(val) 0.7861 |
Epoch 00052 | Loss(train) 1.0753 | Acc(train) 0.6126 | Acc(val) 0.8021 |
Epoch 00053 | Loss(train) 1.0440 | Acc(train) 0.6322 | Acc(val) 0.8182 |*
Epoch 00054 | Loss(train) 1.0078 | Acc(train) 0.6394 | Acc(val) 0.7995 |
Epoch 00055 | Loss(train) 1.0261 | Acc(train) 0.6189 | Acc(val) 0.7861 |
Epoch 00056 | Loss(train) 1.0096 | Acc(train) 0.6313 | Acc(val) 0.7888 |
Epoch 00057 | Loss(train) 0.9994 | Acc(train) 0.6420 | Acc(val) 0.7941 |
Epoch 00058 | Loss(train) 0.9809 | Acc(train) 0.6429 | Acc(val) 0.8075 |
Epoch 00059 | Loss(train) 0.9650 | Acc(train) 0.6625 | Acc(val) 0.7861 |
Epoch 00060 | Loss(train) 0.9934 | Acc(train) 0.6474 | Acc(val) 0.8155 |
Epoch 00061 | Loss(train) 0.9237 | Acc(train) 0.6839 | Acc(val) 0.8128 |
Epoch 00062 | Loss(train) 0.9347 | Acc(train) 0.6607 | Acc(val) 0.8209 |*
Epoch 00063 | Loss(train) 0.9158 | Acc(train) 0.6776 | Acc(val) 0.8128 |
Epoch 00064 | Loss(train) 0.9160 | Acc(train) 0.6803 | Acc(val) 0.8209 |
Epoch 00065 | Loss(train) 0.9738 | Acc(train) 0.6687 | Acc(val) 0.8102 |
Epoch 00066 | Loss(train) 0.9485 | Acc(train) 0.6634 | Acc(val) 0.7968 |
Epoch 00067 | Loss(train) 0.9323 | Acc(train) 0.6598 | Acc(val) 0.8209 |
Epoch 00068 | Loss(train) 0.8917 | Acc(train) 0.6839 | Acc(val) 0.8182 |
Epoch 00069 | Loss(train) 0.9239 | Acc(train) 0.6643 | Acc(val) 0.8182 |
Epoch 00070 | Loss(train) 0.8751 | Acc(train) 0.6883 | Acc(val) 0.7674 |
Epoch 00071 | Loss(train) 0.9770 | Acc(train) 0.6545 | Acc(val) 0.8021 |
Epoch 00072 | Loss(train) 0.9034 | Acc(train) 0.6919 | Acc(val) 0.7781 |
Epoch 00073 | Loss(train) 0.9567 | Acc(train) 0.6429 | Acc(val) 0.8209 |
Epoch 00074 | Loss(train) 0.9067 | Acc(train) 0.6794 | Acc(val) 0.8075 |
Epoch 00075 | Loss(train) 0.9061 | Acc(train) 0.6821 | Acc(val) 0.8128 |
Epoch 00076 | Loss(train) 0.8469 | Acc(train) 0.6892 | Acc(val) 0.8289 |*
Epoch 00077 | Loss(train) 0.8615 | Acc(train) 0.6910 | Acc(val) 0.8182 |
Epoch 00078 | Loss(train) 0.8507 | Acc(train) 0.7088 | Acc(val) 0.8155 |
Epoch 00079 | Loss(train) 0.8398 | Acc(train) 0.7044 | Acc(val) 0.8209 |
Epoch 00080 | Loss(train) 0.8656 | Acc(train) 0.6830 | Acc(val) 0.8235 |
Epoch 00081 | Loss(train) 0.8639 | Acc(train) 0.6928 | Acc(val) 0.8155 |
Epoch 00082 | Loss(train) 0.8495 | Acc(train) 0.6955 | Acc(val) 0.8342 |*
Epoch 00083 | Loss(train) 0.8304 | Acc(train) 0.7088 | Acc(val) 0.8316 |
Epoch 00084 | Loss(train) 0.8510 | Acc(train) 0.6803 | Acc(val) 0.8369 |*
Epoch 00085 | Loss(train) 0.8205 | Acc(train) 0.7124 | Acc(val) 0.8155 |
Epoch 00086 | Loss(train) 0.8517 | Acc(train) 0.7070 | Acc(val) 0.8316 |
Epoch 00087 | Loss(train) 0.8243 | Acc(train) 0.7097 | Acc(val) 0.8289 |
Epoch 00088 | Loss(train) 0.8408 | Acc(train) 0.7106 | Acc(val) 0.8289 |
Epoch 00089 | Loss(train) 0.8345 | Acc(train) 0.6910 | Acc(val) 0.8235 |
Epoch 00090 | Loss(train) 0.7965 | Acc(train) 0.7213 | Acc(val) 0.8262 |
Epoch 00091 | Loss(train) 0.8318 | Acc(train) 0.7088 | Acc(val) 0.8369 |
Epoch 00092 | Loss(train) 0.8087 | Acc(train) 0.7133 | Acc(val) 0.8342 |
Epoch 00093 | Loss(train) 0.8146 | Acc(train) 0.7133 | Acc(val) 0.8316 |
Epoch 00094 | Loss(train) 0.7939 | Acc(train) 0.7133 | Acc(val) 0.8262 |
Epoch 00095 | Loss(train) 0.8507 | Acc(train) 0.7177 | Acc(val) 0.8316 |
Epoch 00096 | Loss(train) 0.8620 | Acc(train) 0.6839 | Acc(val) 0.8048 |
Epoch 00097 | Loss(train) 0.8139 | Acc(train) 0.7150 | Acc(val) 0.8155 |
Epoch 00098 | Loss(train) 0.8010 | Acc(train) 0.7222 | Acc(val) 0.8369 |
Epoch 00099 | Loss(train) 0.8551 | Acc(train) 0.6999 | Acc(val) 0.8369 |
Epoch 00100 | Loss(train) 0.8089 | Acc(train) 0.7044 | Acc(val) 0.8369 |
Epoch 00101 | Loss(train) 0.7698 | Acc(train) 0.7240 | Acc(val) 0.8262 |
Epoch 00102 | Loss(train) 0.7856 | Acc(train) 0.7231 | Acc(val) 0.8369 |
Epoch 00103 | Loss(train) 0.8879 | Acc(train) 0.7231 | Acc(val) 0.8289 |
Epoch 00104 | Loss(train) 0.7714 | Acc(train) 0.7106 | Acc(val) 0.8316 |
Epoch 00105 | Loss(train) 0.7925 | Acc(train) 0.7159 | Acc(val) 0.8369 |
Epoch 00106 | Loss(train) 0.7821 | Acc(train) 0.7195 | Acc(val) 0.8048 |
Epoch 00107 | Loss(train) 0.8374 | Acc(train) 0.7079 | Acc(val) 0.8182 |
Epoch 00108 | Loss(train) 0.8083 | Acc(train) 0.7204 | Acc(val) 0.8342 |
Epoch 00109 | Loss(train) 0.7866 | Acc(train) 0.7168 | Acc(val) 0.8422 |*
Epoch 00110 | Loss(train) 0.8299 | Acc(train) 0.6883 | Acc(val) 0.8396 |
Epoch 00111 | Loss(train) 0.7908 | Acc(train) 0.7257 | Acc(val) 0.7914 |
Epoch 00112 | Loss(train) 0.8521 | Acc(train) 0.6794 | Acc(val) 0.8636 |*
Epoch 00113 | Loss(train) 0.7695 | Acc(train) 0.7195 | Acc(val) 0.8529 |
Epoch 00114 | Loss(train) 0.8527 | Acc(train) 0.6928 | Acc(val) 0.8556 |
Epoch 00115 | Loss(train) 0.7762 | Acc(train) 0.7204 | Acc(val) 0.8235 |
Epoch 00116 | Loss(train) 0.7644 | Acc(train) 0.7364 | Acc(val) 0.8048 |
Epoch 00117 | Loss(train) 0.7363 | Acc(train) 0.7418 | Acc(val) 0.8235 |
Epoch 00118 | Loss(train) 0.7920 | Acc(train) 0.7329 | Acc(val) 0.8476 |
Epoch 00119 | Loss(train) 0.8418 | Acc(train) 0.7044 | Acc(val) 0.8663 |*
Epoch 00120 | Loss(train) 0.7387 | Acc(train) 0.7435 | Acc(val) 0.8690 |*
Epoch 00121 | Loss(train) 0.7646 | Acc(train) 0.7337 | Acc(val) 0.8690 |
Epoch 00122 | Loss(train) 0.7728 | Acc(train) 0.7498 | Acc(val) 0.8636 |
Epoch 00123 | Loss(train) 0.7480 | Acc(train) 0.7293 | Acc(val) 0.8636 |
Epoch 00124 | Loss(train) 0.7342 | Acc(train) 0.7329 | Acc(val) 0.8636 |
Epoch 00125 | Loss(train) 0.7403 | Acc(train) 0.7346 | Acc(val) 0.8717 |*
Epoch 00126 | Loss(train) 0.7100 | Acc(train) 0.7533 | Acc(val) 0.8690 |
Epoch 00127 | Loss(train) 0.7550 | Acc(train) 0.7346 | Acc(val) 0.8717 |
Epoch 00128 | Loss(train) 0.7205 | Acc(train) 0.7444 | Acc(val) 0.8663 |
Epoch 00129 | Loss(train) 0.7453 | Acc(train) 0.7453 | Acc(val) 0.8663 |
Epoch 00130 | Loss(train) 0.7442 | Acc(train) 0.7462 | Acc(val) 0.8663 |
Epoch 00131 | Loss(train) 0.7078 | Acc(train) 0.7507 | Acc(val) 0.8663 |
Epoch 00132 | Loss(train) 0.7455 | Acc(train) 0.7337 | Acc(val) 0.8583 |
Epoch 00133 | Loss(train) 0.7713 | Acc(train) 0.7293 | Acc(val) 0.8690 |
Epoch 00134 | Loss(train) 0.7429 | Acc(train) 0.7409 | Acc(val) 0.8743 |*
Epoch 00135 | Loss(train) 0.7986 | Acc(train) 0.7516 | Acc(val) 0.8743 |
Epoch 00136 | Loss(train) 0.7649 | Acc(train) 0.7364 | Acc(val) 0.8717 |
Epoch 00137 | Loss(train) 0.7416 | Acc(train) 0.7284 | Acc(val) 0.8556 |
Epoch 00138 | Loss(train) 0.7089 | Acc(train) 0.7462 | Acc(val) 0.8155 |
Epoch 00139 | Loss(train) 0.7742 | Acc(train) 0.7240 | Acc(val) 0.8636 |
Epoch 00140 | Loss(train) 0.7317 | Acc(train) 0.7480 | Acc(val) 0.8717 |
Epoch 00141 | Loss(train) 0.7552 | Acc(train) 0.7382 | Acc(val) 0.8850 |*
Epoch 00142 | Loss(train) 0.7932 | Acc(train) 0.7346 | Acc(val) 0.8770 |
Epoch 00143 | Loss(train) 0.7349 | Acc(train) 0.7257 | Acc(val) 0.8797 |
Epoch 00144 | Loss(train) 0.7255 | Acc(train) 0.7640 | Acc(val) 0.8717 |
Epoch 00145 | Loss(train) 0.7487 | Acc(train) 0.7346 | Acc(val) 0.8690 |
Epoch 00146 | Loss(train) 0.7216 | Acc(train) 0.7640 | Acc(val) 0.8770 |
Epoch 00147 | Loss(train) 0.7255 | Acc(train) 0.7533 | Acc(val) 0.8663 |
Epoch 00148 | Loss(train) 0.7859 | Acc(train) 0.7177 | Acc(val) 0.8396 |
Epoch 00149 | Loss(train) 0.7544 | Acc(train) 0.7462 | Acc(val) 0.8476 |
Epoch 00150 | Loss(train) 0.7879 | Acc(train) 0.7231 | Acc(val) 0.8930 |*
Epoch 00151 | Loss(train) 1.2482 | Acc(train) 0.6937 | Acc(val) 0.8824 |
Epoch 00152 | Loss(train) 0.7252 | Acc(train) 0.7533 | Acc(val) 0.8770 |
Epoch 00153 | Loss(train) 0.7381 | Acc(train) 0.7391 | Acc(val) 0.8717 |
Epoch 00154 | Loss(train) 0.7057 | Acc(train) 0.7569 | Acc(val) 0.8690 |
Epoch 00155 | Loss(train) 0.7481 | Acc(train) 0.7400 | Acc(val) 0.8690 |
Epoch 00156 | Loss(train) 0.6811 | Acc(train) 0.7854 | Acc(val) 0.8690 |
Epoch 00157 | Loss(train) 0.7050 | Acc(train) 0.7551 | Acc(val) 0.8690 |
Epoch 00158 | Loss(train) 0.7100 | Acc(train) 0.7614 | Acc(val) 0.8743 |
Epoch 00159 | Loss(train) 0.7222 | Acc(train) 0.7489 | Acc(val) 0.8770 |
Epoch 00160 | Loss(train) 0.6898 | Acc(train) 0.7524 | Acc(val) 0.8743 |
Epoch 00161 | Loss(train) 0.7526 | Acc(train) 0.7498 | Acc(val) 0.8770 |
Epoch 00162 | Loss(train) 0.7015 | Acc(train) 0.7418 | Acc(val) 0.8690 |
Epoch 00163 | Loss(train) 0.7130 | Acc(train) 0.7614 | Acc(val) 0.8610 |
Epoch 00164 | Loss(train) 0.8024 | Acc(train) 0.6999 | Acc(val) 0.8877 |
Epoch 00165 | Loss(train) 0.7436 | Acc(train) 0.7311 | Acc(val) 0.8877 |
Epoch 00166 | Loss(train) 0.7587 | Acc(train) 0.7382 | Acc(val) 0.8877 |
Epoch 00167 | Loss(train) 0.7338 | Acc(train) 0.7480 | Acc(val) 0.8369 |
Epoch 00168 | Loss(train) 0.8069 | Acc(train) 0.7346 | Acc(val) 0.8422 |
Epoch 00169 | Loss(train) 0.7679 | Acc(train) 0.7382 | Acc(val) 0.8824 |
Epoch 00170 | Loss(train) 0.6973 | Acc(train) 0.7640 | Acc(val) 0.8717 |
Epoch 00171 | Loss(train) 0.7449 | Acc(train) 0.7391 | Acc(val) 0.8957 |*
Epoch 00172 | Loss(train) 0.7898 | Acc(train) 0.7507 | Acc(val) 0.8797 |
Epoch 00173 | Loss(train) 0.7179 | Acc(train) 0.7507 | Acc(val) 0.8690 |
Epoch 00174 | Loss(train) 0.7670 | Acc(train) 0.7275 | Acc(val) 0.8690 |
Epoch 00175 | Loss(train) 0.7473 | Acc(train) 0.7489 | Acc(val) 0.8690 |
Epoch 00176 | Loss(train) 0.7204 | Acc(train) 0.7658 | Acc(val) 0.8770 |
Epoch 00177 | Loss(train) 0.7040 | Acc(train) 0.7676 | Acc(val) 0.8797 |
Epoch 00178 | Loss(train) 0.6841 | Acc(train) 0.7694 | Acc(val) 0.8770 |
Epoch 00179 | Loss(train) 0.7166 | Acc(train) 0.7614 | Acc(val) 0.8850 |
Epoch 00180 | Loss(train) 0.6889 | Acc(train) 0.7614 | Acc(val) 0.8824 |
Epoch 00181 | Loss(train) 0.6861 | Acc(train) 0.7649 | Acc(val) 0.8850 |
Epoch 00182 | Loss(train) 0.8316 | Acc(train) 0.7685 | Acc(val) 0.8797 |
Epoch 00183 | Loss(train) 0.7498 | Acc(train) 0.7524 | Acc(val) 0.8824 |
Epoch 00184 | Loss(train) 0.7260 | Acc(train) 0.7560 | Acc(val) 0.8743 |
Epoch 00185 | Loss(train) 0.6775 | Acc(train) 0.7614 | Acc(val) 0.8770 |
Epoch 00186 | Loss(train) 0.6958 | Acc(train) 0.7551 | Acc(val) 0.8797 |
Epoch 00187 | Loss(train) 0.6984 | Acc(train) 0.7614 | Acc(val) 0.8797 |
Epoch 00188 | Loss(train) 0.6639 | Acc(train) 0.7738 | Acc(val) 0.8850 |
Epoch 00189 | Loss(train) 0.7076 | Acc(train) 0.7507 | Acc(val) 0.8877 |
Epoch 00190 | Loss(train) 0.7240 | Acc(train) 0.7569 | Acc(val) 0.8850 |
Epoch 00191 | Loss(train) 0.7264 | Acc(train) 0.7605 | Acc(val) 0.8824 |
Epoch 00192 | Loss(train) 0.6868 | Acc(train) 0.7711 | Acc(val) 0.8850 |
Epoch 00193 | Loss(train) 0.7016 | Acc(train) 0.7694 | Acc(val) 0.8824 |
Epoch 00194 | Loss(train) 0.7282 | Acc(train) 0.7409 | Acc(val) 0.8904 |
Epoch 00195 | Loss(train) 0.7158 | Acc(train) 0.7649 | Acc(val) 0.8850 |
Epoch 00196 | Loss(train) 0.6544 | Acc(train) 0.7765 | Acc(val) 0.8824 |
Epoch 00197 | Loss(train) 0.7119 | Acc(train) 0.7640 | Acc(val) 0.8797 |
Epoch 00198 | Loss(train) 0.7067 | Acc(train) 0.7605 | Acc(val) 0.8850 |
Epoch 00199 | Loss(train) 0.6910 | Acc(train) 0.7729 | Acc(val) 0.8850 |
Epoch 00200 | Loss(train) 0.7013 | Acc(train) 0.7596 | Acc(val) 0.8850 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 99.00 MB
GPU Memory Reserved: 222.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.0758 | Acc(train) 0.1621 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.5247 | Acc(train) 0.2182 | Acc(val) 0.3904 |*
Epoch 00003 | Loss(train) 1.9528 | Acc(train) 0.2449 | Acc(val) 0.4198 |*
Epoch 00004 | Loss(train) 1.9784 | Acc(train) 0.2591 | Acc(val) 0.4225 |*
Epoch 00005 | Loss(train) 1.9634 | Acc(train) 0.2939 | Acc(val) 0.5214 |*
Epoch 00006 | Loss(train) 1.8940 | Acc(train) 0.3081 | Acc(val) 0.6283 |*
Epoch 00007 | Loss(train) 1.8536 | Acc(train) 0.2832 | Acc(val) 0.5775 |
Epoch 00008 | Loss(train) 1.8681 | Acc(train) 0.2974 | Acc(val) 0.5187 |
Epoch 00009 | Loss(train) 1.8207 | Acc(train) 0.3197 | Acc(val) 0.5267 |
Epoch 00010 | Loss(train) 1.7969 | Acc(train) 0.3571 | Acc(val) 0.5508 |
Epoch 00011 | Loss(train) 1.7300 | Acc(train) 0.3793 | Acc(val) 0.5481 |
Epoch 00012 | Loss(train) 1.7588 | Acc(train) 0.3722 | Acc(val) 0.5615 |
Epoch 00013 | Loss(train) 1.6719 | Acc(train) 0.4043 | Acc(val) 0.5588 |
Epoch 00014 | Loss(train) 1.6796 | Acc(train) 0.4025 | Acc(val) 0.5588 |
Epoch 00015 | Loss(train) 1.6419 | Acc(train) 0.4087 | Acc(val) 0.6016 |
Epoch 00016 | Loss(train) 1.5760 | Acc(train) 0.4488 | Acc(val) 0.6150 |
Epoch 00017 | Loss(train) 1.5414 | Acc(train) 0.4541 | Acc(val) 0.6176 |
Epoch 00018 | Loss(train) 1.5063 | Acc(train) 0.4497 | Acc(val) 0.6203 |
Epoch 00019 | Loss(train) 1.5201 | Acc(train) 0.4648 | Acc(val) 0.6257 |
Epoch 00020 | Loss(train) 1.4479 | Acc(train) 0.5013 | Acc(val) 0.6364 |*
Epoch 00021 | Loss(train) 1.4710 | Acc(train) 0.4835 | Acc(val) 0.6283 |
Epoch 00022 | Loss(train) 1.4133 | Acc(train) 0.5040 | Acc(val) 0.6390 |*
Epoch 00023 | Loss(train) 1.3810 | Acc(train) 0.5120 | Acc(val) 0.6417 |*
Epoch 00024 | Loss(train) 1.3610 | Acc(train) 0.5245 | Acc(val) 0.6497 |*
Epoch 00025 | Loss(train) 1.3424 | Acc(train) 0.5254 | Acc(val) 0.7193 |*
Epoch 00026 | Loss(train) 1.3169 | Acc(train) 0.5432 | Acc(val) 0.7246 |*
Epoch 00027 | Loss(train) 1.3316 | Acc(train) 0.5227 | Acc(val) 0.6979 |
Epoch 00028 | Loss(train) 1.2977 | Acc(train) 0.5209 | Acc(val) 0.6738 |
Epoch 00029 | Loss(train) 1.2765 | Acc(train) 0.5503 | Acc(val) 0.7326 |*
Epoch 00030 | Loss(train) 1.2261 | Acc(train) 0.5494 | Acc(val) 0.7594 |*
Epoch 00031 | Loss(train) 1.2649 | Acc(train) 0.5539 | Acc(val) 0.7353 |
Epoch 00032 | Loss(train) 1.1936 | Acc(train) 0.5841 | Acc(val) 0.7273 |
Epoch 00033 | Loss(train) 1.1844 | Acc(train) 0.5690 | Acc(val) 0.7326 |
Epoch 00034 | Loss(train) 1.1711 | Acc(train) 0.5877 | Acc(val) 0.7460 |
Epoch 00035 | Loss(train) 1.1681 | Acc(train) 0.5788 | Acc(val) 0.7513 |
Epoch 00036 | Loss(train) 1.1401 | Acc(train) 0.5868 | Acc(val) 0.7620 |*
Epoch 00037 | Loss(train) 1.1049 | Acc(train) 0.5948 | Acc(val) 0.7968 |*
Epoch 00038 | Loss(train) 1.0351 | Acc(train) 0.6233 | Acc(val) 0.8075 |*
Epoch 00039 | Loss(train) 1.0197 | Acc(train) 0.6296 | Acc(val) 0.7941 |
Epoch 00040 | Loss(train) 1.0346 | Acc(train) 0.6447 | Acc(val) 0.7888 |
Epoch 00041 | Loss(train) 1.0075 | Acc(train) 0.6331 | Acc(val) 0.7995 |
Epoch 00042 | Loss(train) 1.0320 | Acc(train) 0.6296 | Acc(val) 0.7968 |
