/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Dataset: cora-full | #Nodes: 18800 | #Edges: 144170 | #Classes: 70 |#Features: 8710
Epoch 00146 | Loss(train) 2.5105 | Acc(train) 0.4234 | Acc(val) 0.5681 |
Epoch 00147 | Loss(train) 2.4632 | Acc(train) 0.4404 | Acc(val) 0.5649 |
Epoch 00148 | Loss(train) 2.5050 | Acc(train) 0.4279 | Acc(val) 0.5660 |
Epoch 00149 | Loss(train) 2.4948 | Acc(train) 0.4380 | Acc(val) 0.5707 |
Epoch 00150 | Loss(train) 2.4842 | Acc(train) 0.4378 | Acc(val) 0.5750 |*
Epoch 00151 | Loss(train) 2.5058 | Acc(train) 0.4231 | Acc(val) 0.5766 |*
Epoch 00152 | Loss(train) 2.4892 | Acc(train) 0.4380 | Acc(val) 0.5729 |
Epoch 00153 | Loss(train) 2.5231 | Acc(train) 0.4226 | Acc(val) 0.5723 |
Epoch 00154 | Loss(train) 2.5224 | Acc(train) 0.4165 | Acc(val) 0.5681 |
Epoch 00155 | Loss(train) 2.4584 | Acc(train) 0.4343 | Acc(val) 0.5612 |
Epoch 00156 | Loss(train) 2.4783 | Acc(train) 0.4237 | Acc(val) 0.5601 |
Epoch 00157 | Loss(train) 2.4670 | Acc(train) 0.4239 | Acc(val) 0.5628 |
Epoch 00158 | Loss(train) 2.4962 | Acc(train) 0.4199 | Acc(val) 0.5739 |
Epoch 00159 | Loss(train) 2.4989 | Acc(train) 0.4253 | Acc(val) 0.5761 |
Epoch 00160 | Loss(train) 2.5466 | Acc(train) 0.4146 | Acc(val) 0.5745 |
Epoch 00161 | Loss(train) 2.4904 | Acc(train) 0.4290 | Acc(val) 0.5755 |
Epoch 00162 | Loss(train) 2.4820 | Acc(train) 0.4332 | Acc(val) 0.5702 |
Epoch 00163 | Loss(train) 2.5277 | Acc(train) 0.4239 | Acc(val) 0.5617 |
Epoch 00164 | Loss(train) 2.4788 | Acc(train) 0.4295 | Acc(val) 0.5543 |
Epoch 00165 | Loss(train) 2.5045 | Acc(train) 0.4168 | Acc(val) 0.5564 |
Epoch 00166 | Loss(train) 2.4908 | Acc(train) 0.4263 | Acc(val) 0.5585 |
Epoch 00167 | Loss(train) 2.5057 | Acc(train) 0.4237 | Acc(val) 0.5649 |
Epoch 00168 | Loss(train) 2.5185 | Acc(train) 0.4146 | Acc(val) 0.5691 |
Epoch 00169 | Loss(train) 2.4783 | Acc(train) 0.4234 | Acc(val) 0.5702 |
Epoch 00170 | Loss(train) 2.5090 | Acc(train) 0.4364 | Acc(val) 0.5713 |
Epoch 00171 | Loss(train) 2.5079 | Acc(train) 0.4157 | Acc(val) 0.5755 |
Epoch 00172 | Loss(train) 2.5044 | Acc(train) 0.4210 | Acc(val) 0.5697 |
Epoch 00173 | Loss(train) 2.4727 | Acc(train) 0.4311 | Acc(val) 0.5697 |
Epoch 00174 | Loss(train) 2.4845 | Acc(train) 0.4322 | Acc(val) 0.5681 |
Epoch 00175 | Loss(train) 2.4746 | Acc(train) 0.4231 | Acc(val) 0.5644 |
Epoch 00176 | Loss(train) 2.5129 | Acc(train) 0.4255 | Acc(val) 0.5617 |
Epoch 00177 | Loss(train) 2.4981 | Acc(train) 0.4221 | Acc(val) 0.5617 |
Epoch 00178 | Loss(train) 2.4783 | Acc(train) 0.4309 | Acc(val) 0.5654 |
Epoch 00179 | Loss(train) 2.4670 | Acc(train) 0.4324 | Acc(val) 0.5676 |
Epoch 00180 | Loss(train) 2.4904 | Acc(train) 0.4332 | Acc(val) 0.5702 |
Epoch 00181 | Loss(train) 2.5178 | Acc(train) 0.4253 | Acc(val) 0.5734 |
Epoch 00182 | Loss(train) 2.4683 | Acc(train) 0.4396 | Acc(val) 0.5739 |
Epoch 00183 | Loss(train) 2.4959 | Acc(train) 0.4298 | Acc(val) 0.5713 |
Epoch 00184 | Loss(train) 2.4717 | Acc(train) 0.4335 | Acc(val) 0.5691 |
Epoch 00185 | Loss(train) 2.5036 | Acc(train) 0.4303 | Acc(val) 0.5633 |
Epoch 00186 | Loss(train) 2.4503 | Acc(train) 0.4346 | Acc(val) 0.5644 |
Epoch 00187 | Loss(train) 2.4676 | Acc(train) 0.4418 | Acc(val) 0.5628 |
Epoch 00188 | Loss(train) 2.5096 | Acc(train) 0.4239 | Acc(val) 0.5644 |
Epoch 00189 | Loss(train) 2.4862 | Acc(train) 0.4298 | Acc(val) 0.5702 |
Epoch 00190 | Loss(train) 2.4901 | Acc(train) 0.4293 | Acc(val) 0.5707 |
Epoch 00191 | Loss(train) 2.4535 | Acc(train) 0.4346 | Acc(val) 0.5713 |
Epoch 00192 | Loss(train) 2.4999 | Acc(train) 0.4226 | Acc(val) 0.5707 |
Epoch 00193 | Loss(train) 2.4565 | Acc(train) 0.4370 | Acc(val) 0.5691 |
Epoch 00194 | Loss(train) 2.4686 | Acc(train) 0.4354 | Acc(val) 0.5686 |
Epoch 00195 | Loss(train) 2.4853 | Acc(train) 0.4285 | Acc(val) 0.5665 |
Epoch 00196 | Loss(train) 2.4591 | Acc(train) 0.4316 | Acc(val) 0.5622 |
Epoch 00197 | Loss(train) 2.4954 | Acc(train) 0.4282 | Acc(val) 0.5633 |
Epoch 00198 | Loss(train) 2.4883 | Acc(train) 0.4311 | Acc(val) 0.5713 |
Epoch 00199 | Loss(train) 2.4762 | Acc(train) 0.4378 | Acc(val) 0.5755 |
Epoch 00200 | Loss(train) 2.4915 | Acc(train) 0.4314 | Acc(val) 0.5718 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'CaGCN', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.5}, gnn={'type': 'gat', 'num_layer': 2, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 713.53 MB
GPU Memory Reserved: 2060.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2473 | Acc(train) 0.0104 | Acc(val) 0.1261 |*
Epoch 00002 | Loss(train) 4.2075 | Acc(train) 0.1066 | Acc(val) 0.2090 |*
Epoch 00003 | Loss(train) 4.1583 | Acc(train) 0.1601 | Acc(val) 0.2266 |*
Epoch 00004 | Loss(train) 4.0926 | Acc(train) 0.1721 | Acc(val) 0.2250 |
Epoch 00005 | Loss(train) 4.0116 | Acc(train) 0.1798 | Acc(val) 0.2160 |
Epoch 00006 | Loss(train) 3.9323 | Acc(train) 0.1697 | Acc(val) 0.2106 |
Epoch 00007 | Loss(train) 3.8581 | Acc(train) 0.1739 | Acc(val) 0.1989 |
Epoch 00008 | Loss(train) 3.8012 | Acc(train) 0.1689 | Acc(val) 0.1899 |
Epoch 00009 | Loss(train) 3.7488 | Acc(train) 0.1694 | Acc(val) 0.1862 |
Epoch 00010 | Loss(train) 3.6858 | Acc(train) 0.1630 | Acc(val) 0.1926 |
Epoch 00011 | Loss(train) 3.6191 | Acc(train) 0.1801 | Acc(val) 0.2112 |
Epoch 00012 | Loss(train) 3.5519 | Acc(train) 0.1931 | Acc(val) 0.2399 |*
Epoch 00013 | Loss(train) 3.4699 | Acc(train) 0.2215 | Acc(val) 0.2803 |*
Epoch 00014 | Loss(train) 3.3813 | Acc(train) 0.2676 | Acc(val) 0.3340 |*
Epoch 00015 | Loss(train) 3.3819 | Acc(train) 0.2585 | Acc(val) 0.3777 |*
Epoch 00016 | Loss(train) 3.2886 | Acc(train) 0.2941 | Acc(val) 0.4090 |*
Epoch 00017 | Loss(train) 3.2632 | Acc(train) 0.2957 | Acc(val) 0.4277 |*
Epoch 00018 | Loss(train) 3.1900 | Acc(train) 0.3194 | Acc(val) 0.4351 |*
Epoch 00019 | Loss(train) 3.1486 | Acc(train) 0.3181 | Acc(val) 0.4383 |*
Epoch 00020 | Loss(train) 3.0968 | Acc(train) 0.3197 | Acc(val) 0.4372 |
Epoch 00021 | Loss(train) 3.0656 | Acc(train) 0.3093 | Acc(val) 0.4351 |
Epoch 00022 | Loss(train) 3.0025 | Acc(train) 0.3295 | Acc(val) 0.4324 |
Epoch 00023 | Loss(train) 2.9935 | Acc(train) 0.3117 | Acc(val) 0.4309 |
Epoch 00024 | Loss(train) 2.9567 | Acc(train) 0.3242 | Acc(val) 0.4330 |
Epoch 00025 | Loss(train) 2.9366 | Acc(train) 0.3178 | Acc(val) 0.4367 |
Epoch 00026 | Loss(train) 2.9000 | Acc(train) 0.3309 | Acc(val) 0.4463 |*
Epoch 00027 | Loss(train) 2.8804 | Acc(train) 0.3338 | Acc(val) 0.4574 |*
Epoch 00028 | Loss(train) 2.8217 | Acc(train) 0.3545 | Acc(val) 0.4713 |*
Epoch 00029 | Loss(train) 2.8429 | Acc(train) 0.3479 | Acc(val) 0.4835 |*
Epoch 00030 | Loss(train) 2.8290 | Acc(train) 0.3622 | Acc(val) 0.4947 |*
Epoch 00031 | Loss(train) 2.7919 | Acc(train) 0.3548 | Acc(val) 0.5011 |*
Epoch 00032 | Loss(train) 2.7872 | Acc(train) 0.3551 | Acc(val) 0.5080 |*
Epoch 00033 | Loss(train) 2.7799 | Acc(train) 0.3670 | Acc(val) 0.5090 |*
Epoch 00034 | Loss(train) 2.7688 | Acc(train) 0.3564 | Acc(val) 0.5074 |
Epoch 00035 | Loss(train) 2.7209 | Acc(train) 0.3763 | Acc(val) 0.5059 |
Epoch 00036 | Loss(train) 2.7078 | Acc(train) 0.3697 | Acc(val) 0.5069 |
Epoch 00037 | Loss(train) 2.6751 | Acc(train) 0.3862 | Acc(val) 0.5064 |
Epoch 00038 | Loss(train) 2.7352 | Acc(train) 0.3676 | Acc(val) 0.5085 |
Epoch 00039 | Loss(train) 2.6852 | Acc(train) 0.3684 | Acc(val) 0.5085 |
Epoch 00040 | Loss(train) 2.6744 | Acc(train) 0.3886 | Acc(val) 0.5133 |*
Epoch 00041 | Loss(train) 2.6503 | Acc(train) 0.3779 | Acc(val) 0.5213 |*
Epoch 00042 | Loss(train) 2.6692 | Acc(train) 0.3867 | Acc(val) 0.5239 |*
Epoch 00043 | Loss(train) 2.6586 | Acc(train) 0.3779 | Acc(val) 0.5319 |*
Epoch 00044 | Loss(train) 2.6734 | Acc(train) 0.3840 | Acc(val) 0.5388 |*
Epoch 00045 | Loss(train) 2.6169 | Acc(train) 0.4019 | Acc(val) 0.5441 |*
Epoch 00046 | Loss(train) 2.6390 | Acc(train) 0.3939 | Acc(val) 0.5452 |*
Epoch 00047 | Loss(train) 2.6203 | Acc(train) 0.3997 | Acc(val) 0.5463 |*
Epoch 00048 | Loss(train) 2.6228 | Acc(train) 0.4027 | Acc(val) 0.5489 |*
Epoch 00049 | Loss(train) 2.5949 | Acc(train) 0.4019 | Acc(val) 0.5516 |*
Epoch 00050 | Loss(train) 2.6031 | Acc(train) 0.4027 | Acc(val) 0.5521 |*
Epoch 00051 | Loss(train) 2.5870 | Acc(train) 0.3947 | Acc(val) 0.5521 |
Epoch 00052 | Loss(train) 2.6191 | Acc(train) 0.4024 | Acc(val) 0.5495 |
Epoch 00053 | Loss(train) 2.5783 | Acc(train) 0.4035 | Acc(val) 0.5527 |*
Epoch 00054 | Loss(train) 2.6014 | Acc(train) 0.4051 | Acc(val) 0.5559 |*
Epoch 00055 | Loss(train) 2.5706 | Acc(train) 0.4120 | Acc(val) 0.5580 |*
Epoch 00056 | Loss(train) 2.5817 | Acc(train) 0.4069 | Acc(val) 0.5511 |
Epoch 00057 | Loss(train) 2.5445 | Acc(train) 0.4170 | Acc(val) 0.5473 |
Epoch 00058 | Loss(train) 2.5430 | Acc(train) 0.4178 | Acc(val) 0.5473 |
Epoch 00059 | Loss(train) 2.5336 | Acc(train) 0.4096 | Acc(val) 0.5473 |
Epoch 00060 | Loss(train) 2.5605 | Acc(train) 0.4125 | Acc(val) 0.5532 |
Epoch 00061 | Loss(train) 2.5911 | Acc(train) 0.4074 | Acc(val) 0.5495 |
Epoch 00062 | Loss(train) 2.5881 | Acc(train) 0.4048 | Acc(val) 0.5516 |
Epoch 00063 | Loss(train) 2.5771 | Acc(train) 0.4043 | Acc(val) 0.5489 |
Epoch 00064 | Loss(train) 2.5001 | Acc(train) 0.4226 | Acc(val) 0.5495 |
Epoch 00065 | Loss(train) 2.5493 | Acc(train) 0.4109 | Acc(val) 0.5521 |
Epoch 00066 | Loss(train) 2.5254 | Acc(train) 0.4189 | Acc(val) 0.5543 |
Epoch 00067 | Loss(train) 2.5704 | Acc(train) 0.4080 | Acc(val) 0.5559 |
Epoch 00068 | Loss(train) 2.5361 | Acc(train) 0.4080 | Acc(val) 0.5585 |*
Epoch 00069 | Loss(train) 2.5737 | Acc(train) 0.4080 | Acc(val) 0.5580 |
Epoch 00070 | Loss(train) 2.5115 | Acc(train) 0.4263 | Acc(val) 0.5628 |*
Epoch 00071 | Loss(train) 2.5418 | Acc(train) 0.4096 | Acc(val) 0.5649 |*
Epoch 00072 | Loss(train) 2.5360 | Acc(train) 0.4176 | Acc(val) 0.5644 |
Epoch 00073 | Loss(train) 2.5260 | Acc(train) 0.4138 | Acc(val) 0.5622 |
Epoch 00074 | Loss(train) 2.5626 | Acc(train) 0.4082 | Acc(val) 0.5617 |
Epoch 00075 | Loss(train) 2.5241 | Acc(train) 0.4173 | Acc(val) 0.5590 |
Epoch 00076 | Loss(train) 2.5192 | Acc(train) 0.4199 | Acc(val) 0.5564 |
Epoch 00077 | Loss(train) 2.5239 | Acc(train) 0.4189 | Acc(val) 0.5553 |
Epoch 00078 | Loss(train) 2.5479 | Acc(train) 0.4090 | Acc(val) 0.5569 |
Epoch 00079 | Loss(train) 2.5230 | Acc(train) 0.4234 | Acc(val) 0.5622 |
Epoch 00080 | Loss(train) 2.5325 | Acc(train) 0.4170 | Acc(val) 0.5665 |*
Epoch 00081 | Loss(train) 2.5000 | Acc(train) 0.4197 | Acc(val) 0.5681 |*
Epoch 00082 | Loss(train) 2.5546 | Acc(train) 0.4059 | Acc(val) 0.5691 |*
Epoch 00083 | Loss(train) 2.5058 | Acc(train) 0.4202 | Acc(val) 0.5691 |
Epoch 00084 | Loss(train) 2.5088 | Acc(train) 0.4199 | Acc(val) 0.5707 |*
Epoch 00085 | Loss(train) 2.5522 | Acc(train) 0.4088 | Acc(val) 0.5707 |
Epoch 00086 | Loss(train) 2.4912 | Acc(train) 0.4237 | Acc(val) 0.5665 |
Epoch 00087 | Loss(train) 2.5049 | Acc(train) 0.4231 | Acc(val) 0.5644 |
Epoch 00088 | Loss(train) 2.5346 | Acc(train) 0.4122 | Acc(val) 0.5574 |
Epoch 00089 | Loss(train) 2.5605 | Acc(train) 0.4120 | Acc(val) 0.5532 |
Epoch 00090 | Loss(train) 2.4874 | Acc(train) 0.4266 | Acc(val) 0.5532 |
Epoch 00091 | Loss(train) 2.5327 | Acc(train) 0.4199 | Acc(val) 0.5532 |
Epoch 00092 | Loss(train) 2.5252 | Acc(train) 0.4197 | Acc(val) 0.5521 |
Epoch 00093 | Loss(train) 2.5353 | Acc(train) 0.4043 | Acc(val) 0.5468 |
Epoch 00094 | Loss(train) 2.4568 | Acc(train) 0.4359 | Acc(val) 0.5511 |
Epoch 00095 | Loss(train) 2.5579 | Acc(train) 0.4096 | Acc(val) 0.5543 |
Epoch 00096 | Loss(train) 2.5130 | Acc(train) 0.4176 | Acc(val) 0.5585 |
Epoch 00097 | Loss(train) 2.5186 | Acc(train) 0.4199 | Acc(val) 0.5596 |
Epoch 00098 | Loss(train) 2.5127 | Acc(train) 0.4239 | Acc(val) 0.5622 |
Epoch 00099 | Loss(train) 2.5091 | Acc(train) 0.4231 | Acc(val) 0.5622 |
Epoch 00100 | Loss(train) 2.5193 | Acc(train) 0.4184 | Acc(val) 0.5660 |
Epoch 00101 | Loss(train) 2.4912 | Acc(train) 0.4338 | Acc(val) 0.5638 |
Epoch 00102 | Loss(train) 2.5379 | Acc(train) 0.4133 | Acc(val) 0.5617 |
Epoch 00103 | Loss(train) 2.4917 | Acc(train) 0.4364 | Acc(val) 0.5628 |
Epoch 00104 | Loss(train) 2.5176 | Acc(train) 0.4237 | Acc(val) 0.5606 |
Epoch 00105 | Loss(train) 2.5134 | Acc(train) 0.4237 | Acc(val) 0.5596 |
Epoch 00106 | Loss(train) 2.5654 | Acc(train) 0.4088 | Acc(val) 0.5564 |
Epoch 00107 | Loss(train) 2.5029 | Acc(train) 0.4223 | Acc(val) 0.5590 |
Epoch 00108 | Loss(train) 2.5457 | Acc(train) 0.4226 | Acc(val) 0.5596 |
Epoch 00109 | Loss(train) 2.5546 | Acc(train) 0.4253 | Acc(val) 0.5644 |
Epoch 00110 | Loss(train) 2.5095 | Acc(train) 0.4279 | Acc(val) 0.5691 |
Epoch 00111 | Loss(train) 2.5058 | Acc(train) 0.4234 | Acc(val) 0.5691 |
Epoch 00112 | Loss(train) 2.5044 | Acc(train) 0.4258 | Acc(val) 0.5713 |*
Epoch 00113 | Loss(train) 2.5440 | Acc(train) 0.4261 | Acc(val) 0.5676 |
Epoch 00114 | Loss(train) 2.5042 | Acc(train) 0.4404 | Acc(val) 0.5681 |
Epoch 00115 | Loss(train) 2.4805 | Acc(train) 0.4250 | Acc(val) 0.5654 |
Epoch 00116 | Loss(train) 2.5015 | Acc(train) 0.4160 | Acc(val) 0.5612 |
Epoch 00117 | Loss(train) 2.4961 | Acc(train) 0.4173 | Acc(val) 0.5649 |
Epoch 00118 | Loss(train) 2.5081 | Acc(train) 0.4205 | Acc(val) 0.5697 |
Epoch 00119 | Loss(train) 2.5173 | Acc(train) 0.4191 | Acc(val) 0.5723 |*
Epoch 00120 | Loss(train) 2.5210 | Acc(train) 0.4242 | Acc(val) 0.5739 |*
Epoch 00121 | Loss(train) 2.5151 | Acc(train) 0.4149 | Acc(val) 0.5697 |
Epoch 00122 | Loss(train) 2.5186 | Acc(train) 0.4191 | Acc(val) 0.5718 |
Epoch 00123 | Loss(train) 2.4973 | Acc(train) 0.4207 | Acc(val) 0.5713 |
Epoch 00124 | Loss(train) 2.5060 | Acc(train) 0.4181 | Acc(val) 0.5638 |
Epoch 00125 | Loss(train) 2.5032 | Acc(train) 0.4199 | Acc(val) 0.5681 |
Epoch 00126 | Loss(train) 2.5051 | Acc(train) 0.4168 | Acc(val) 0.5686 |
Epoch 00127 | Loss(train) 2.4769 | Acc(train) 0.4303 | Acc(val) 0.5729 |
Epoch 00128 | Loss(train) 2.4903 | Acc(train) 0.4277 | Acc(val) 0.5707 |
Epoch 00129 | Loss(train) 2.5097 | Acc(train) 0.4247 | Acc(val) 0.5739 |
Epoch 00130 | Loss(train) 2.4997 | Acc(train) 0.4295 | Acc(val) 0.5718 |
Epoch 00131 | Loss(train) 2.5141 | Acc(train) 0.4319 | Acc(val) 0.5702 |
Epoch 00132 | Loss(train) 2.4994 | Acc(train) 0.4301 | Acc(val) 0.5707 |
Epoch 00133 | Loss(train) 2.4802 | Acc(train) 0.4282 | Acc(val) 0.5686 |
Epoch 00134 | Loss(train) 2.5081 | Acc(train) 0.4199 | Acc(val) 0.5633 |
Epoch 00135 | Loss(train) 2.4847 | Acc(train) 0.4332 | Acc(val) 0.5601 |
Epoch 00136 | Loss(train) 2.4969 | Acc(train) 0.4205 | Acc(val) 0.5622 |
Epoch 00137 | Loss(train) 2.4910 | Acc(train) 0.4253 | Acc(val) 0.5622 |
Epoch 00138 | Loss(train) 2.4964 | Acc(train) 0.4295 | Acc(val) 0.5649 |
Epoch 00139 | Loss(train) 2.5054 | Acc(train) 0.4218 | Acc(val) 0.5691 |
Epoch 00140 | Loss(train) 2.4736 | Acc(train) 0.4372 | Acc(val) 0.5676 |
Epoch 00141 | Loss(train) 2.4724 | Acc(train) 0.4271 | Acc(val) 0.5665 |
Epoch 00142 | Loss(train) 2.4825 | Acc(train) 0.4346 | Acc(val) 0.5649 |
Epoch 00143 | Loss(train) 2.5079 | Acc(train) 0.4274 | Acc(val) 0.5606 |
Epoch 00144 | Loss(train) 2.4931 | Acc(train) 0.4242 | Acc(val) 0.5548 |
Epoch 00145 | Loss(train) 2.5020 | Acc(train) 0.4202 | Acc(val) 0.5585 |
Epoch 00146 | Loss(train) 2.5007 | Acc(train) 0.4191 | Acc(val) 0.5585 |
Epoch 00147 | Loss(train) 2.5179 | Acc(train) 0.4184 | Acc(val) 0.5617 |
Epoch 00148 | Loss(train) 2.5021 | Acc(train) 0.4258 | Acc(val) 0.5644 |
Epoch 00149 | Loss(train) 2.5045 | Acc(train) 0.4199 | Acc(val) 0.5697 |
Epoch 00150 | Loss(train) 2.5097 | Acc(train) 0.4229 | Acc(val) 0.5702 |
Epoch 00151 | Loss(train) 2.5055 | Acc(train) 0.4215 | Acc(val) 0.5745 |*
Epoch 00152 | Loss(train) 2.4563 | Acc(train) 0.4282 | Acc(val) 0.5750 |*
Epoch 00153 | Loss(train) 2.4736 | Acc(train) 0.4226 | Acc(val) 0.5702 |
Epoch 00154 | Loss(train) 2.5192 | Acc(train) 0.4213 | Acc(val) 0.5681 |
Epoch 00155 | Loss(train) 2.5124 | Acc(train) 0.4221 | Acc(val) 0.5670 |
Epoch 00156 | Loss(train) 2.4611 | Acc(train) 0.4402 | Acc(val) 0.5670 |
Epoch 00157 | Loss(train) 2.4660 | Acc(train) 0.4324 | Acc(val) 0.5612 |
Epoch 00158 | Loss(train) 2.5316 | Acc(train) 0.4152 | Acc(val) 0.5654 |
Epoch 00159 | Loss(train) 2.4749 | Acc(train) 0.4226 | Acc(val) 0.5654 |
Epoch 00160 | Loss(train) 2.5075 | Acc(train) 0.4269 | Acc(val) 0.5654 |
Epoch 00161 | Loss(train) 2.4838 | Acc(train) 0.4375 | Acc(val) 0.5660 |
Epoch 00162 | Loss(train) 2.5044 | Acc(train) 0.4271 | Acc(val) 0.5665 |
Epoch 00163 | Loss(train) 2.4906 | Acc(train) 0.4255 | Acc(val) 0.5633 |
Epoch 00164 | Loss(train) 2.4881 | Acc(train) 0.4311 | Acc(val) 0.5638 |
Epoch 00165 | Loss(train) 2.4716 | Acc(train) 0.4269 | Acc(val) 0.5638 |
Epoch 00166 | Loss(train) 2.4740 | Acc(train) 0.4327 | Acc(val) 0.5638 |
Epoch 00167 | Loss(train) 2.5185 | Acc(train) 0.4205 | Acc(val) 0.5681 |
Epoch 00168 | Loss(train) 2.4869 | Acc(train) 0.4319 | Acc(val) 0.5676 |
Epoch 00169 | Loss(train) 2.4883 | Acc(train) 0.4197 | Acc(val) 0.5686 |
Epoch 00170 | Loss(train) 2.5280 | Acc(train) 0.4226 | Acc(val) 0.5702 |
Epoch 00171 | Loss(train) 2.4877 | Acc(train) 0.4253 | Acc(val) 0.5702 |
Epoch 00172 | Loss(train) 2.5301 | Acc(train) 0.4149 | Acc(val) 0.5686 |
Epoch 00173 | Loss(train) 2.4809 | Acc(train) 0.4221 | Acc(val) 0.5665 |
Epoch 00174 | Loss(train) 2.4819 | Acc(train) 0.4346 | Acc(val) 0.5686 |
Epoch 00175 | Loss(train) 2.4656 | Acc(train) 0.4407 | Acc(val) 0.5638 |
Epoch 00176 | Loss(train) 2.4988 | Acc(train) 0.4258 | Acc(val) 0.5681 |
Epoch 00177 | Loss(train) 2.4878 | Acc(train) 0.4266 | Acc(val) 0.5697 |
Epoch 00178 | Loss(train) 2.4908 | Acc(train) 0.4255 | Acc(val) 0.5707 |
Epoch 00179 | Loss(train) 2.4876 | Acc(train) 0.4322 | Acc(val) 0.5713 |
Epoch 00180 | Loss(train) 2.5046 | Acc(train) 0.4287 | Acc(val) 0.5707 |
Epoch 00181 | Loss(train) 2.5151 | Acc(train) 0.4181 | Acc(val) 0.5660 |
Epoch 00182 | Loss(train) 2.5217 | Acc(train) 0.4255 | Acc(val) 0.5681 |
Epoch 00183 | Loss(train) 2.4896 | Acc(train) 0.4311 | Acc(val) 0.5676 |
Epoch 00184 | Loss(train) 2.4641 | Acc(train) 0.4285 | Acc(val) 0.5628 |
Epoch 00185 | Loss(train) 2.5038 | Acc(train) 0.4245 | Acc(val) 0.5612 |
Epoch 00186 | Loss(train) 2.4825 | Acc(train) 0.4247 | Acc(val) 0.5644 |
Epoch 00187 | Loss(train) 2.4986 | Acc(train) 0.4173 | Acc(val) 0.5665 |
Epoch 00188 | Loss(train) 2.4966 | Acc(train) 0.4247 | Acc(val) 0.5713 |
Epoch 00189 | Loss(train) 2.4519 | Acc(train) 0.4407 | Acc(val) 0.5723 |
Epoch 00190 | Loss(train) 2.5240 | Acc(train) 0.4202 | Acc(val) 0.5723 |
Epoch 00191 | Loss(train) 2.4903 | Acc(train) 0.4274 | Acc(val) 0.5729 |
Epoch 00192 | Loss(train) 2.4629 | Acc(train) 0.4420 | Acc(val) 0.5654 |
Epoch 00193 | Loss(train) 2.4815 | Acc(train) 0.4293 | Acc(val) 0.5670 |
Epoch 00194 | Loss(train) 2.4835 | Acc(train) 0.4293 | Acc(val) 0.5654 |
Epoch 00195 | Loss(train) 2.4765 | Acc(train) 0.4378 | Acc(val) 0.5681 |
Epoch 00196 | Loss(train) 2.5272 | Acc(train) 0.4221 | Acc(val) 0.5718 |
Epoch 00197 | Loss(train) 2.5020 | Acc(train) 0.4311 | Acc(val) 0.5729 |
Epoch 00198 | Loss(train) 2.5235 | Acc(train) 0.4221 | Acc(val) 0.5761 |*
Epoch 00199 | Loss(train) 2.5151 | Acc(train) 0.4277 | Acc(val) 0.5782 |*
Epoch 00200 | Loss(train) 2.5185 | Acc(train) 0.4285 | Acc(val) 0.5761 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'CaGCN', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.5}, gnn={'type': 'gat', 'num_layer': 2, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 714.98 MB
GPU Memory Reserved: 2060.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2494 | Acc(train) 0.0138 | Acc(val) 0.0606 |*
Epoch 00002 | Loss(train) 4.2063 | Acc(train) 0.0971 | Acc(val) 0.0894 |*
Epoch 00003 | Loss(train) 4.1510 | Acc(train) 0.1199 | Acc(val) 0.1128 |*
Epoch 00004 | Loss(train) 4.0830 | Acc(train) 0.1215 | Acc(val) 0.1277 |*
Epoch 00005 | Loss(train) 4.0024 | Acc(train) 0.1223 | Acc(val) 0.1324 |*
Epoch 00006 | Loss(train) 3.9218 | Acc(train) 0.1242 | Acc(val) 0.1346 |*
Epoch 00007 | Loss(train) 3.8575 | Acc(train) 0.1218 | Acc(val) 0.1367 |*
Epoch 00008 | Loss(train) 3.8134 | Acc(train) 0.1319 | Acc(val) 0.1426 |*
Epoch 00009 | Loss(train) 3.7441 | Acc(train) 0.1391 | Acc(val) 0.1580 |*
Epoch 00010 | Loss(train) 3.6940 | Acc(train) 0.1521 | Acc(val) 0.1851 |*
Epoch 00011 | Loss(train) 3.6276 | Acc(train) 0.1785 | Acc(val) 0.2154 |*
Epoch 00012 | Loss(train) 3.5630 | Acc(train) 0.2074 | Acc(val) 0.2665 |*
