  NumNodes: 19717
  NumEdges: 88651
  NumFeats: 500
  NumClasses: 3
  NumTrainingSamples: 60
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: pubmed | #Nodes: 19717 | #Edges: 108365 | #Classes: 3 |#Features: 500
Epoch 00140 | Loss(train) 0.5134 | Acc(train) 0.8301 | Acc(val) 0.8529 |
Epoch 00141 | Loss(train) 0.5078 | Acc(train) 0.8379 | Acc(val) 0.8519 |
Epoch 00142 | Loss(train) 0.5113 | Acc(train) 0.8288 | Acc(val) 0.8519 |
Epoch 00143 | Loss(train) 0.5074 | Acc(train) 0.8326 | Acc(val) 0.8540 |
Epoch 00144 | Loss(train) 0.5039 | Acc(train) 0.8392 | Acc(val) 0.8550 |
Epoch 00145 | Loss(train) 0.5128 | Acc(train) 0.8367 | Acc(val) 0.8545 |
Epoch 00146 | Loss(train) 0.5126 | Acc(train) 0.8316 | Acc(val) 0.8545 |
Epoch 00147 | Loss(train) 0.5076 | Acc(train) 0.8357 | Acc(val) 0.8545 |
Epoch 00148 | Loss(train) 0.5046 | Acc(train) 0.8397 | Acc(val) 0.8540 |
Epoch 00149 | Loss(train) 0.4992 | Acc(train) 0.8346 | Acc(val) 0.8570 |*
Epoch 00150 | Loss(train) 0.4986 | Acc(train) 0.8400 | Acc(val) 0.8565 |
Epoch 00151 | Loss(train) 0.4950 | Acc(train) 0.8417 | Acc(val) 0.8534 |
Epoch 00152 | Loss(train) 0.5000 | Acc(train) 0.8336 | Acc(val) 0.8534 |
Epoch 00153 | Loss(train) 0.5090 | Acc(train) 0.8303 | Acc(val) 0.8550 |
Epoch 00154 | Loss(train) 0.4937 | Acc(train) 0.8415 | Acc(val) 0.8509 |
Epoch 00155 | Loss(train) 0.5028 | Acc(train) 0.8336 | Acc(val) 0.8524 |
Epoch 00156 | Loss(train) 0.5046 | Acc(train) 0.8402 | Acc(val) 0.8540 |
Epoch 00157 | Loss(train) 0.4963 | Acc(train) 0.8405 | Acc(val) 0.8519 |
Epoch 00158 | Loss(train) 0.5026 | Acc(train) 0.8321 | Acc(val) 0.8524 |
Epoch 00159 | Loss(train) 0.5013 | Acc(train) 0.8321 | Acc(val) 0.8529 |
Epoch 00160 | Loss(train) 0.4964 | Acc(train) 0.8374 | Acc(val) 0.8514 |
Epoch 00161 | Loss(train) 0.4900 | Acc(train) 0.8430 | Acc(val) 0.8540 |
Epoch 00162 | Loss(train) 0.4935 | Acc(train) 0.8450 | Acc(val) 0.8545 |
Epoch 00163 | Loss(train) 0.4886 | Acc(train) 0.8466 | Acc(val) 0.8529 |
Epoch 00164 | Loss(train) 0.4857 | Acc(train) 0.8450 | Acc(val) 0.8540 |
Epoch 00165 | Loss(train) 0.4972 | Acc(train) 0.8364 | Acc(val) 0.8519 |
Epoch 00166 | Loss(train) 0.4940 | Acc(train) 0.8430 | Acc(val) 0.8519 |
Epoch 00167 | Loss(train) 0.4888 | Acc(train) 0.8352 | Acc(val) 0.8524 |
Epoch 00168 | Loss(train) 0.4924 | Acc(train) 0.8367 | Acc(val) 0.8529 |
Epoch 00169 | Loss(train) 0.4907 | Acc(train) 0.8379 | Acc(val) 0.8504 |
Epoch 00170 | Loss(train) 0.4904 | Acc(train) 0.8415 | Acc(val) 0.8524 |
Epoch 00171 | Loss(train) 0.4888 | Acc(train) 0.8397 | Acc(val) 0.8519 |
Epoch 00172 | Loss(train) 0.4837 | Acc(train) 0.8428 | Acc(val) 0.8514 |
Epoch 00173 | Loss(train) 0.4886 | Acc(train) 0.8415 | Acc(val) 0.8545 |
Epoch 00174 | Loss(train) 0.4857 | Acc(train) 0.8379 | Acc(val) 0.8545 |
Epoch 00175 | Loss(train) 0.4906 | Acc(train) 0.8379 | Acc(val) 0.8534 |
Epoch 00176 | Loss(train) 0.4846 | Acc(train) 0.8400 | Acc(val) 0.8504 |
Epoch 00177 | Loss(train) 0.4817 | Acc(train) 0.8379 | Acc(val) 0.8504 |
Epoch 00178 | Loss(train) 0.4858 | Acc(train) 0.8412 | Acc(val) 0.8514 |
Epoch 00179 | Loss(train) 0.4852 | Acc(train) 0.8397 | Acc(val) 0.8550 |
Epoch 00180 | Loss(train) 0.4812 | Acc(train) 0.8438 | Acc(val) 0.8565 |
Epoch 00181 | Loss(train) 0.4812 | Acc(train) 0.8410 | Acc(val) 0.8560 |
Epoch 00182 | Loss(train) 0.4810 | Acc(train) 0.8473 | Acc(val) 0.8534 |
Epoch 00183 | Loss(train) 0.4808 | Acc(train) 0.8461 | Acc(val) 0.8514 |
Epoch 00184 | Loss(train) 0.4837 | Acc(train) 0.8402 | Acc(val) 0.8534 |
Epoch 00185 | Loss(train) 0.4748 | Acc(train) 0.8478 | Acc(val) 0.8545 |
Epoch 00186 | Loss(train) 0.4814 | Acc(train) 0.8453 | Acc(val) 0.8565 |
Epoch 00187 | Loss(train) 0.4775 | Acc(train) 0.8476 | Acc(val) 0.8550 |
Epoch 00188 | Loss(train) 0.4771 | Acc(train) 0.8443 | Acc(val) 0.8524 |
Epoch 00189 | Loss(train) 0.4718 | Acc(train) 0.8397 | Acc(val) 0.8524 |
Epoch 00190 | Loss(train) 0.4749 | Acc(train) 0.8450 | Acc(val) 0.8555 |
Epoch 00191 | Loss(train) 0.4782 | Acc(train) 0.8430 | Acc(val) 0.8565 |
Epoch 00192 | Loss(train) 0.4794 | Acc(train) 0.8397 | Acc(val) 0.8555 |
Epoch 00193 | Loss(train) 0.4734 | Acc(train) 0.8468 | Acc(val) 0.8550 |
Epoch 00194 | Loss(train) 0.4746 | Acc(train) 0.8445 | Acc(val) 0.8534 |
Epoch 00195 | Loss(train) 0.4875 | Acc(train) 0.8461 | Acc(val) 0.8540 |
Epoch 00196 | Loss(train) 0.4712 | Acc(train) 0.8423 | Acc(val) 0.8555 |
Epoch 00197 | Loss(train) 0.4784 | Acc(train) 0.8438 | Acc(val) 0.8555 |
Epoch 00198 | Loss(train) 0.4782 | Acc(train) 0.8450 | Acc(val) 0.8555 |
Epoch 00199 | Loss(train) 0.4785 | Acc(train) 0.8390 | Acc(val) 0.8555 |
Epoch 00200 | Loss(train) 0.4781 | Acc(train) 0.8440 | Acc(val) 0.8524 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.0984 | Acc(train) 0.3561 | Acc(val) 0.4752 |*
Epoch 00002 | Loss(train) 1.0902 | Acc(train) 0.4611 | Acc(val) 0.4234 |
Epoch 00003 | Loss(train) 1.0821 | Acc(train) 0.4514 | Acc(val) 0.4249 |
Epoch 00004 | Loss(train) 1.0737 | Acc(train) 0.4598 | Acc(val) 0.4326 |
Epoch 00005 | Loss(train) 1.0652 | Acc(train) 0.4674 | Acc(val) 0.4544 |
Epoch 00006 | Loss(train) 1.0571 | Acc(train) 0.4773 | Acc(val) 0.4757 |*
Epoch 00007 | Loss(train) 1.0503 | Acc(train) 0.4844 | Acc(val) 0.4985 |*
Epoch 00008 | Loss(train) 1.0411 | Acc(train) 0.5009 | Acc(val) 0.5162 |*
Epoch 00009 | Loss(train) 1.0343 | Acc(train) 0.5052 | Acc(val) 0.5365 |*
Epoch 00010 | Loss(train) 1.0292 | Acc(train) 0.5009 | Acc(val) 0.5624 |*
Epoch 00011 | Loss(train) 1.0207 | Acc(train) 0.5262 | Acc(val) 0.6004 |*
Epoch 00012 | Loss(train) 1.0139 | Acc(train) 0.5265 | Acc(val) 0.6298 |*
Epoch 00013 | Loss(train) 1.0052 | Acc(train) 0.5483 | Acc(val) 0.6608 |*
Epoch 00014 | Loss(train) 1.0015 | Acc(train) 0.5491 | Acc(val) 0.6689 |*
Epoch 00015 | Loss(train) 0.9945 | Acc(train) 0.5666 | Acc(val) 0.6724 |*
Epoch 00016 | Loss(train) 0.9868 | Acc(train) 0.5851 | Acc(val) 0.6760 |*
Epoch 00017 | Loss(train) 0.9792 | Acc(train) 0.5831 | Acc(val) 0.6755 |
Epoch 00018 | Loss(train) 0.9739 | Acc(train) 0.5820 | Acc(val) 0.6719 |
Epoch 00019 | Loss(train) 0.9642 | Acc(train) 0.6089 | Acc(val) 0.6704 |
Epoch 00020 | Loss(train) 0.9562 | Acc(train) 0.6013 | Acc(val) 0.6729 |
Epoch 00021 | Loss(train) 0.9478 | Acc(train) 0.6044 | Acc(val) 0.6749 |
Epoch 00022 | Loss(train) 0.9436 | Acc(train) 0.6018 | Acc(val) 0.6780 |*
Epoch 00023 | Loss(train) 0.9348 | Acc(train) 0.6056 | Acc(val) 0.6805 |*
Epoch 00024 | Loss(train) 0.9280 | Acc(train) 0.6099 | Acc(val) 0.6826 |*
Epoch 00025 | Loss(train) 0.9198 | Acc(train) 0.6186 | Acc(val) 0.6891 |*
Epoch 00026 | Loss(train) 0.9134 | Acc(train) 0.6272 | Acc(val) 0.6973 |*
Epoch 00027 | Loss(train) 0.9038 | Acc(train) 0.6401 | Acc(val) 0.7074 |*
Epoch 00028 | Loss(train) 0.8986 | Acc(train) 0.6368 | Acc(val) 0.7104 |*
Epoch 00029 | Loss(train) 0.8869 | Acc(train) 0.6586 | Acc(val) 0.7191 |*
Epoch 00030 | Loss(train) 0.8806 | Acc(train) 0.6515 | Acc(val) 0.7241 |*
Epoch 00031 | Loss(train) 0.8721 | Acc(train) 0.6599 | Acc(val) 0.7272 |*
Epoch 00032 | Loss(train) 0.8600 | Acc(train) 0.6749 | Acc(val) 0.7348 |*
Epoch 00033 | Loss(train) 0.8558 | Acc(train) 0.6797 | Acc(val) 0.7388 |*
Epoch 00034 | Loss(train) 0.8492 | Acc(train) 0.6825 | Acc(val) 0.7459 |*
Epoch 00035 | Loss(train) 0.8384 | Acc(train) 0.6853 | Acc(val) 0.7525 |*
Epoch 00036 | Loss(train) 0.8321 | Acc(train) 0.6916 | Acc(val) 0.7606 |*
Epoch 00037 | Loss(train) 0.8274 | Acc(train) 0.7020 | Acc(val) 0.7688 |*
Epoch 00038 | Loss(train) 0.8207 | Acc(train) 0.7007 | Acc(val) 0.7789 |*
Epoch 00039 | Loss(train) 0.8096 | Acc(train) 0.7083 | Acc(val) 0.7840 |*
Epoch 00040 | Loss(train) 0.8012 | Acc(train) 0.7137 | Acc(val) 0.7911 |*
Epoch 00041 | Loss(train) 0.7946 | Acc(train) 0.7170 | Acc(val) 0.7961 |*
Epoch 00042 | Loss(train) 0.7887 | Acc(train) 0.7233 | Acc(val) 0.7987 |*
Epoch 00043 | Loss(train) 0.7824 | Acc(train) 0.7223 | Acc(val) 0.8017 |*
Epoch 00044 | Loss(train) 0.7772 | Acc(train) 0.7314 | Acc(val) 0.8053 |*
Epoch 00045 | Loss(train) 0.7654 | Acc(train) 0.7342 | Acc(val) 0.8098 |*
Epoch 00046 | Loss(train) 0.7672 | Acc(train) 0.7370 | Acc(val) 0.8124 |*
Epoch 00047 | Loss(train) 0.7551 | Acc(train) 0.7510 | Acc(val) 0.8144 |*
Epoch 00048 | Loss(train) 0.7541 | Acc(train) 0.7367 | Acc(val) 0.8149 |*
Epoch 00049 | Loss(train) 0.7428 | Acc(train) 0.7406 | Acc(val) 0.8154 |*
Epoch 00050 | Loss(train) 0.7335 | Acc(train) 0.7449 | Acc(val) 0.8164 |*
Epoch 00051 | Loss(train) 0.7226 | Acc(train) 0.7545 | Acc(val) 0.8190 |*
Epoch 00052 | Loss(train) 0.7285 | Acc(train) 0.7517 | Acc(val) 0.8190 |
Epoch 00053 | Loss(train) 0.7164 | Acc(train) 0.7626 | Acc(val) 0.8210 |*
Epoch 00054 | Loss(train) 0.7184 | Acc(train) 0.7553 | Acc(val) 0.8235 |*
Epoch 00055 | Loss(train) 0.7096 | Acc(train) 0.7593 | Acc(val) 0.8256 |*
Epoch 00056 | Loss(train) 0.6938 | Acc(train) 0.7700 | Acc(val) 0.8261 |*
Epoch 00057 | Loss(train) 0.6897 | Acc(train) 0.7697 | Acc(val) 0.8276 |*
Epoch 00058 | Loss(train) 0.6927 | Acc(train) 0.7723 | Acc(val) 0.8286 |*
Epoch 00059 | Loss(train) 0.6848 | Acc(train) 0.7778 | Acc(val) 0.8296 |*
Epoch 00060 | Loss(train) 0.6846 | Acc(train) 0.7682 | Acc(val) 0.8306 |*
Epoch 00061 | Loss(train) 0.6790 | Acc(train) 0.7791 | Acc(val) 0.8281 |
Epoch 00062 | Loss(train) 0.6695 | Acc(train) 0.7827 | Acc(val) 0.8286 |
Epoch 00063 | Loss(train) 0.6759 | Acc(train) 0.7679 | Acc(val) 0.8291 |
Epoch 00064 | Loss(train) 0.6644 | Acc(train) 0.7811 | Acc(val) 0.8311 |*
Epoch 00065 | Loss(train) 0.6594 | Acc(train) 0.7852 | Acc(val) 0.8327 |*
Epoch 00066 | Loss(train) 0.6578 | Acc(train) 0.7748 | Acc(val) 0.8352 |*
Epoch 00067 | Loss(train) 0.6542 | Acc(train) 0.7844 | Acc(val) 0.8362 |*
Epoch 00068 | Loss(train) 0.6487 | Acc(train) 0.7936 | Acc(val) 0.8352 |
Epoch 00069 | Loss(train) 0.6450 | Acc(train) 0.7905 | Acc(val) 0.8372 |*
Epoch 00070 | Loss(train) 0.6449 | Acc(train) 0.7885 | Acc(val) 0.8362 |
Epoch 00071 | Loss(train) 0.6413 | Acc(train) 0.7915 | Acc(val) 0.8367 |
Epoch 00072 | Loss(train) 0.6378 | Acc(train) 0.8007 | Acc(val) 0.8377 |*
Epoch 00073 | Loss(train) 0.6374 | Acc(train) 0.7918 | Acc(val) 0.8382 |*
Epoch 00074 | Loss(train) 0.6251 | Acc(train) 0.7991 | Acc(val) 0.8377 |
Epoch 00075 | Loss(train) 0.6315 | Acc(train) 0.7974 | Acc(val) 0.8392 |*
Epoch 00076 | Loss(train) 0.6219 | Acc(train) 0.8007 | Acc(val) 0.8408 |*
Epoch 00077 | Loss(train) 0.6249 | Acc(train) 0.7963 | Acc(val) 0.8403 |
Epoch 00078 | Loss(train) 0.6160 | Acc(train) 0.8034 | Acc(val) 0.8403 |
Epoch 00079 | Loss(train) 0.6170 | Acc(train) 0.8027 | Acc(val) 0.8423 |*
Epoch 00080 | Loss(train) 0.6050 | Acc(train) 0.8060 | Acc(val) 0.8418 |
Epoch 00081 | Loss(train) 0.6085 | Acc(train) 0.8113 | Acc(val) 0.8418 |
Epoch 00082 | Loss(train) 0.6050 | Acc(train) 0.8075 | Acc(val) 0.8418 |
Epoch 00083 | Loss(train) 0.6022 | Acc(train) 0.8103 | Acc(val) 0.8423 |
Epoch 00084 | Loss(train) 0.6026 | Acc(train) 0.8083 | Acc(val) 0.8433 |*
Epoch 00085 | Loss(train) 0.5974 | Acc(train) 0.8106 | Acc(val) 0.8433 |
Epoch 00086 | Loss(train) 0.5958 | Acc(train) 0.8123 | Acc(val) 0.8448 |*
Epoch 00087 | Loss(train) 0.5919 | Acc(train) 0.8174 | Acc(val) 0.8443 |
Epoch 00088 | Loss(train) 0.5902 | Acc(train) 0.8138 | Acc(val) 0.8433 |
Epoch 00089 | Loss(train) 0.5838 | Acc(train) 0.8189 | Acc(val) 0.8443 |
Epoch 00090 | Loss(train) 0.5886 | Acc(train) 0.8052 | Acc(val) 0.8458 |*
Epoch 00091 | Loss(train) 0.5835 | Acc(train) 0.8161 | Acc(val) 0.8479 |*
Epoch 00092 | Loss(train) 0.5835 | Acc(train) 0.8100 | Acc(val) 0.8469 |
Epoch 00093 | Loss(train) 0.5780 | Acc(train) 0.8070 | Acc(val) 0.8474 |
Epoch 00094 | Loss(train) 0.5706 | Acc(train) 0.8187 | Acc(val) 0.8474 |
Epoch 00095 | Loss(train) 0.5706 | Acc(train) 0.8199 | Acc(val) 0.8479 |
Epoch 00096 | Loss(train) 0.5778 | Acc(train) 0.8146 | Acc(val) 0.8479 |
Epoch 00097 | Loss(train) 0.5762 | Acc(train) 0.8144 | Acc(val) 0.8484 |*
Epoch 00098 | Loss(train) 0.5697 | Acc(train) 0.8202 | Acc(val) 0.8494 |*
Epoch 00099 | Loss(train) 0.5693 | Acc(train) 0.8215 | Acc(val) 0.8504 |*
Epoch 00100 | Loss(train) 0.5644 | Acc(train) 0.8235 | Acc(val) 0.8489 |
Epoch 00101 | Loss(train) 0.5631 | Acc(train) 0.8212 | Acc(val) 0.8494 |
Epoch 00102 | Loss(train) 0.5637 | Acc(train) 0.8232 | Acc(val) 0.8479 |
Epoch 00103 | Loss(train) 0.5635 | Acc(train) 0.8215 | Acc(val) 0.8479 |
Epoch 00104 | Loss(train) 0.5569 | Acc(train) 0.8215 | Acc(val) 0.8509 |*
Epoch 00105 | Loss(train) 0.5537 | Acc(train) 0.8278 | Acc(val) 0.8524 |*
Epoch 00106 | Loss(train) 0.5592 | Acc(train) 0.8179 | Acc(val) 0.8540 |*
Epoch 00107 | Loss(train) 0.5565 | Acc(train) 0.8220 | Acc(val) 0.8524 |
Epoch 00108 | Loss(train) 0.5486 | Acc(train) 0.8253 | Acc(val) 0.8479 |
Epoch 00109 | Loss(train) 0.5540 | Acc(train) 0.8255 | Acc(val) 0.8499 |
Epoch 00110 | Loss(train) 0.5500 | Acc(train) 0.8253 | Acc(val) 0.8540 |
Epoch 00111 | Loss(train) 0.5492 | Acc(train) 0.8313 | Acc(val) 0.8534 |
Epoch 00112 | Loss(train) 0.5459 | Acc(train) 0.8255 | Acc(val) 0.8550 |*
Epoch 00113 | Loss(train) 0.5435 | Acc(train) 0.8308 | Acc(val) 0.8545 |
Epoch 00114 | Loss(train) 0.5414 | Acc(train) 0.8270 | Acc(val) 0.8545 |
Epoch 00115 | Loss(train) 0.5485 | Acc(train) 0.8222 | Acc(val) 0.8524 |
Epoch 00116 | Loss(train) 0.5435 | Acc(train) 0.8319 | Acc(val) 0.8550 |
Epoch 00117 | Loss(train) 0.5340 | Acc(train) 0.8354 | Acc(val) 0.8565 |*
Epoch 00118 | Loss(train) 0.5407 | Acc(train) 0.8248 | Acc(val) 0.8560 |
Epoch 00119 | Loss(train) 0.5344 | Acc(train) 0.8301 | Acc(val) 0.8555 |
Epoch 00120 | Loss(train) 0.5375 | Acc(train) 0.8303 | Acc(val) 0.8550 |
Epoch 00121 | Loss(train) 0.5351 | Acc(train) 0.8235 | Acc(val) 0.8504 |
Epoch 00122 | Loss(train) 0.5362 | Acc(train) 0.8265 | Acc(val) 0.8514 |
Epoch 00123 | Loss(train) 0.5328 | Acc(train) 0.8222 | Acc(val) 0.8524 |
Epoch 00124 | Loss(train) 0.5369 | Acc(train) 0.8280 | Acc(val) 0.8550 |
Epoch 00125 | Loss(train) 0.5311 | Acc(train) 0.8326 | Acc(val) 0.8580 |*
Epoch 00126 | Loss(train) 0.5300 | Acc(train) 0.8336 | Acc(val) 0.8580 |
Epoch 00127 | Loss(train) 0.5291 | Acc(train) 0.8319 | Acc(val) 0.8529 |
Epoch 00128 | Loss(train) 0.5340 | Acc(train) 0.8255 | Acc(val) 0.8534 |
Epoch 00129 | Loss(train) 0.5249 | Acc(train) 0.8352 | Acc(val) 0.8534 |
Epoch 00130 | Loss(train) 0.5282 | Acc(train) 0.8336 | Acc(val) 0.8560 |
Epoch 00131 | Loss(train) 0.5208 | Acc(train) 0.8319 | Acc(val) 0.8555 |
Epoch 00132 | Loss(train) 0.5280 | Acc(train) 0.8321 | Acc(val) 0.8560 |
Epoch 00133 | Loss(train) 0.5284 | Acc(train) 0.8291 | Acc(val) 0.8580 |
Epoch 00134 | Loss(train) 0.5207 | Acc(train) 0.8329 | Acc(val) 0.8575 |
Epoch 00135 | Loss(train) 0.5178 | Acc(train) 0.8321 | Acc(val) 0.8595 |*
Epoch 00136 | Loss(train) 0.5183 | Acc(train) 0.8263 | Acc(val) 0.8580 |
Epoch 00137 | Loss(train) 0.5148 | Acc(train) 0.8430 | Acc(val) 0.8575 |
Epoch 00138 | Loss(train) 0.5138 | Acc(train) 0.8308 | Acc(val) 0.8570 |
Epoch 00139 | Loss(train) 0.5162 | Acc(train) 0.8286 | Acc(val) 0.8555 |
Epoch 00140 | Loss(train) 0.5176 | Acc(train) 0.8329 | Acc(val) 0.8565 |
Epoch 00141 | Loss(train) 0.5148 | Acc(train) 0.8326 | Acc(val) 0.8585 |
Epoch 00142 | Loss(train) 0.5109 | Acc(train) 0.8291 | Acc(val) 0.8585 |
Epoch 00143 | Loss(train) 0.5116 | Acc(train) 0.8296 | Acc(val) 0.8575 |
Epoch 00144 | Loss(train) 0.5169 | Acc(train) 0.8379 | Acc(val) 0.8575 |
Epoch 00145 | Loss(train) 0.5151 | Acc(train) 0.8407 | Acc(val) 0.8575 |
Epoch 00146 | Loss(train) 0.5053 | Acc(train) 0.8405 | Acc(val) 0.8565 |
Epoch 00147 | Loss(train) 0.5013 | Acc(train) 0.8367 | Acc(val) 0.8575 |
Epoch 00148 | Loss(train) 0.5107 | Acc(train) 0.8349 | Acc(val) 0.8585 |
Epoch 00149 | Loss(train) 0.5085 | Acc(train) 0.8326 | Acc(val) 0.8595 |
Epoch 00150 | Loss(train) 0.5095 | Acc(train) 0.8354 | Acc(val) 0.8600 |*
Epoch 00151 | Loss(train) 0.5176 | Acc(train) 0.8311 | Acc(val) 0.8595 |
Epoch 00152 | Loss(train) 0.5090 | Acc(train) 0.8316 | Acc(val) 0.8590 |
Epoch 00153 | Loss(train) 0.5014 | Acc(train) 0.8425 | Acc(val) 0.8595 |
Epoch 00154 | Loss(train) 0.5041 | Acc(train) 0.8397 | Acc(val) 0.8585 |
Epoch 00155 | Loss(train) 0.5014 | Acc(train) 0.8357 | Acc(val) 0.8595 |
Epoch 00156 | Loss(train) 0.4995 | Acc(train) 0.8430 | Acc(val) 0.8590 |
Epoch 00157 | Loss(train) 0.5045 | Acc(train) 0.8379 | Acc(val) 0.8580 |
Epoch 00158 | Loss(train) 0.5028 | Acc(train) 0.8392 | Acc(val) 0.8590 |
Epoch 00159 | Loss(train) 0.5049 | Acc(train) 0.8352 | Acc(val) 0.8605 |*
Epoch 00160 | Loss(train) 0.4937 | Acc(train) 0.8387 | Acc(val) 0.8600 |
Epoch 00161 | Loss(train) 0.5037 | Acc(train) 0.8374 | Acc(val) 0.8595 |
Epoch 00162 | Loss(train) 0.4993 | Acc(train) 0.8415 | Acc(val) 0.8575 |
Epoch 00163 | Loss(train) 0.4961 | Acc(train) 0.8405 | Acc(val) 0.8595 |
Epoch 00164 | Loss(train) 0.5021 | Acc(train) 0.8280 | Acc(val) 0.8585 |
Epoch 00165 | Loss(train) 0.5003 | Acc(train) 0.8319 | Acc(val) 0.8595 |
Epoch 00166 | Loss(train) 0.4886 | Acc(train) 0.8486 | Acc(val) 0.8595 |
Epoch 00167 | Loss(train) 0.4916 | Acc(train) 0.8486 | Acc(val) 0.8595 |
Epoch 00168 | Loss(train) 0.4939 | Acc(train) 0.8443 | Acc(val) 0.8590 |
Epoch 00169 | Loss(train) 0.4909 | Acc(train) 0.8435 | Acc(val) 0.8585 |
Epoch 00170 | Loss(train) 0.4917 | Acc(train) 0.8415 | Acc(val) 0.8600 |
Epoch 00171 | Loss(train) 0.4983 | Acc(train) 0.8362 | Acc(val) 0.8590 |
Epoch 00172 | Loss(train) 0.4910 | Acc(train) 0.8448 | Acc(val) 0.8590 |
Epoch 00173 | Loss(train) 0.4927 | Acc(train) 0.8395 | Acc(val) 0.8575 |
Epoch 00174 | Loss(train) 0.4850 | Acc(train) 0.8463 | Acc(val) 0.8580 |
Epoch 00175 | Loss(train) 0.4906 | Acc(train) 0.8448 | Acc(val) 0.8590 |
Epoch 00176 | Loss(train) 0.4837 | Acc(train) 0.8433 | Acc(val) 0.8590 |
Epoch 00177 | Loss(train) 0.4890 | Acc(train) 0.8397 | Acc(val) 0.8595 |
Epoch 00178 | Loss(train) 0.4971 | Acc(train) 0.8417 | Acc(val) 0.8545 |
Epoch 00179 | Loss(train) 0.4852 | Acc(train) 0.8410 | Acc(val) 0.8590 |
Epoch 00180 | Loss(train) 0.4861 | Acc(train) 0.8410 | Acc(val) 0.8600 |
Epoch 00181 | Loss(train) 0.4879 | Acc(train) 0.8445 | Acc(val) 0.8580 |
Epoch 00182 | Loss(train) 0.4874 | Acc(train) 0.8450 | Acc(val) 0.8600 |
Epoch 00183 | Loss(train) 0.4905 | Acc(train) 0.8430 | Acc(val) 0.8611 |*
Epoch 00184 | Loss(train) 0.4909 | Acc(train) 0.8417 | Acc(val) 0.8580 |
Epoch 00185 | Loss(train) 0.4841 | Acc(train) 0.8382 | Acc(val) 0.8600 |
Epoch 00186 | Loss(train) 0.4853 | Acc(train) 0.8478 | Acc(val) 0.8595 |
Epoch 00187 | Loss(train) 0.4860 | Acc(train) 0.8450 | Acc(val) 0.8585 |
Epoch 00188 | Loss(train) 0.4755 | Acc(train) 0.8468 | Acc(val) 0.8600 |
Epoch 00189 | Loss(train) 0.4788 | Acc(train) 0.8491 | Acc(val) 0.8580 |
Epoch 00190 | Loss(train) 0.4894 | Acc(train) 0.8382 | Acc(val) 0.8600 |
Epoch 00191 | Loss(train) 0.4771 | Acc(train) 0.8496 | Acc(val) 0.8590 |
Epoch 00192 | Loss(train) 0.4807 | Acc(train) 0.8448 | Acc(val) 0.8595 |
Epoch 00193 | Loss(train) 0.4856 | Acc(train) 0.8390 | Acc(val) 0.8600 |
Epoch 00194 | Loss(train) 0.4848 | Acc(train) 0.8417 | Acc(val) 0.8570 |
Epoch 00195 | Loss(train) 0.4744 | Acc(train) 0.8428 | Acc(val) 0.8570 |
Epoch 00196 | Loss(train) 0.4802 | Acc(train) 0.8473 | Acc(val) 0.8585 |
Epoch 00197 | Loss(train) 0.4881 | Acc(train) 0.8423 | Acc(val) 0.8595 |
Epoch 00198 | Loss(train) 0.4771 | Acc(train) 0.8488 | Acc(val) 0.8600 |
Epoch 00199 | Loss(train) 0.4750 | Acc(train) 0.8476 | Acc(val) 0.8600 |
Epoch 00200 | Loss(train) 0.4756 | Acc(train) 0.8488 | Acc(val) 0.8616 |*
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.0986 | Acc(train) 0.3338 | Acc(val) 0.4868 |*
Epoch 00002 | Loss(train) 1.0904 | Acc(train) 0.4973 | Acc(val) 0.4655 |
Epoch 00003 | Loss(train) 1.0827 | Acc(train) 0.4763 | Acc(val) 0.4914 |*
Epoch 00004 | Loss(train) 1.0748 | Acc(train) 0.5019 | Acc(val) 0.5132 |*
Epoch 00005 | Loss(train) 1.0670 | Acc(train) 0.5133 | Acc(val) 0.5279 |*
