  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: cora | #Nodes: 2708 | #Edges: 13264 | #Classes: 7 |#Features: 1433
Epoch 00141 | Loss(train) 0.6858 | Acc(train) 0.8521 | Acc(val) 0.8672 |
Epoch 00142 | Loss(train) 0.7077 | Acc(train) 0.8558 | Acc(val) 0.8672 |
Epoch 00143 | Loss(train) 0.6838 | Acc(train) 0.8484 | Acc(val) 0.8672 |
Epoch 00144 | Loss(train) 0.6858 | Acc(train) 0.8558 | Acc(val) 0.8672 |
Epoch 00145 | Loss(train) 0.6614 | Acc(train) 0.8706 | Acc(val) 0.8635 |
Epoch 00146 | Loss(train) 0.6803 | Acc(train) 0.8540 | Acc(val) 0.8672 |
Epoch 00147 | Loss(train) 0.6741 | Acc(train) 0.8595 | Acc(val) 0.8672 |
Epoch 00148 | Loss(train) 0.6574 | Acc(train) 0.8706 | Acc(val) 0.8708 |
Epoch 00149 | Loss(train) 0.6856 | Acc(train) 0.8614 | Acc(val) 0.8745 |*
Epoch 00150 | Loss(train) 0.6666 | Acc(train) 0.8651 | Acc(val) 0.8708 |
Epoch 00151 | Loss(train) 0.6487 | Acc(train) 0.8706 | Acc(val) 0.8745 |
Epoch 00152 | Loss(train) 0.6803 | Acc(train) 0.8466 | Acc(val) 0.8745 |
Epoch 00153 | Loss(train) 0.6662 | Acc(train) 0.8632 | Acc(val) 0.8782 |*
Epoch 00154 | Loss(train) 0.6532 | Acc(train) 0.8595 | Acc(val) 0.8745 |
Epoch 00155 | Loss(train) 0.6653 | Acc(train) 0.8688 | Acc(val) 0.8708 |
Epoch 00156 | Loss(train) 0.6485 | Acc(train) 0.8614 | Acc(val) 0.8708 |
Epoch 00157 | Loss(train) 0.6415 | Acc(train) 0.8872 | Acc(val) 0.8745 |
Epoch 00158 | Loss(train) 0.6539 | Acc(train) 0.8669 | Acc(val) 0.8782 |
Epoch 00159 | Loss(train) 0.6450 | Acc(train) 0.8688 | Acc(val) 0.8782 |
Epoch 00160 | Loss(train) 0.6440 | Acc(train) 0.8632 | Acc(val) 0.8745 |
Epoch 00161 | Loss(train) 0.6195 | Acc(train) 0.8891 | Acc(val) 0.8745 |
Epoch 00162 | Loss(train) 0.6818 | Acc(train) 0.8484 | Acc(val) 0.8745 |
Epoch 00163 | Loss(train) 0.6460 | Acc(train) 0.8614 | Acc(val) 0.8745 |
Epoch 00164 | Loss(train) 0.6251 | Acc(train) 0.8928 | Acc(val) 0.8782 |
Epoch 00165 | Loss(train) 0.6242 | Acc(train) 0.8780 | Acc(val) 0.8856 |*
Epoch 00166 | Loss(train) 0.6336 | Acc(train) 0.8891 | Acc(val) 0.8893 |*
Epoch 00167 | Loss(train) 0.6210 | Acc(train) 0.8835 | Acc(val) 0.8856 |
Epoch 00168 | Loss(train) 0.6162 | Acc(train) 0.8688 | Acc(val) 0.8819 |
Epoch 00169 | Loss(train) 0.6116 | Acc(train) 0.8762 | Acc(val) 0.8782 |
Epoch 00170 | Loss(train) 0.6348 | Acc(train) 0.8725 | Acc(val) 0.8782 |
Epoch 00171 | Loss(train) 0.6031 | Acc(train) 0.8872 | Acc(val) 0.8782 |
Epoch 00172 | Loss(train) 0.6227 | Acc(train) 0.8780 | Acc(val) 0.8745 |
Epoch 00173 | Loss(train) 0.5994 | Acc(train) 0.8762 | Acc(val) 0.8782 |
Epoch 00174 | Loss(train) 0.6145 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00175 | Loss(train) 0.5679 | Acc(train) 0.9076 | Acc(val) 0.8745 |
Epoch 00176 | Loss(train) 0.6349 | Acc(train) 0.8762 | Acc(val) 0.8819 |
Epoch 00177 | Loss(train) 0.6268 | Acc(train) 0.8669 | Acc(val) 0.8782 |
Epoch 00178 | Loss(train) 0.6220 | Acc(train) 0.8909 | Acc(val) 0.8819 |
Epoch 00179 | Loss(train) 0.5971 | Acc(train) 0.8854 | Acc(val) 0.8856 |
Epoch 00180 | Loss(train) 0.5955 | Acc(train) 0.8817 | Acc(val) 0.8819 |
Epoch 00181 | Loss(train) 0.5965 | Acc(train) 0.8706 | Acc(val) 0.8782 |
Epoch 00182 | Loss(train) 0.5880 | Acc(train) 0.8817 | Acc(val) 0.8782 |
Epoch 00183 | Loss(train) 0.5998 | Acc(train) 0.8725 | Acc(val) 0.8782 |
Epoch 00184 | Loss(train) 0.6022 | Acc(train) 0.8632 | Acc(val) 0.8819 |
Epoch 00185 | Loss(train) 0.5783 | Acc(train) 0.8854 | Acc(val) 0.8819 |
Epoch 00186 | Loss(train) 0.5797 | Acc(train) 0.8780 | Acc(val) 0.8856 |
Epoch 00187 | Loss(train) 0.6052 | Acc(train) 0.8835 | Acc(val) 0.8856 |
Epoch 00188 | Loss(train) 0.5631 | Acc(train) 0.8946 | Acc(val) 0.8856 |
Epoch 00189 | Loss(train) 0.5640 | Acc(train) 0.8799 | Acc(val) 0.8856 |
Epoch 00190 | Loss(train) 0.5779 | Acc(train) 0.8799 | Acc(val) 0.8856 |
Epoch 00191 | Loss(train) 0.5953 | Acc(train) 0.8688 | Acc(val) 0.8819 |
Epoch 00192 | Loss(train) 0.5816 | Acc(train) 0.8854 | Acc(val) 0.8819 |
Epoch 00193 | Loss(train) 0.5765 | Acc(train) 0.8891 | Acc(val) 0.8856 |
Epoch 00194 | Loss(train) 0.6234 | Acc(train) 0.8521 | Acc(val) 0.8856 |
Epoch 00195 | Loss(train) 0.5492 | Acc(train) 0.8817 | Acc(val) 0.8856 |
Epoch 00196 | Loss(train) 0.5721 | Acc(train) 0.8872 | Acc(val) 0.8856 |
Epoch 00197 | Loss(train) 0.5954 | Acc(train) 0.8725 | Acc(val) 0.8856 |
Epoch 00198 | Loss(train) 0.5582 | Acc(train) 0.9002 | Acc(val) 0.8819 |
Epoch 00199 | Loss(train) 0.5616 | Acc(train) 0.9113 | Acc(val) 0.8856 |
Epoch 00200 | Loss(train) 0.5601 | Acc(train) 0.8909 | Acc(val) 0.8856 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9454 | Acc(train) 0.1756 | Acc(val) 0.2804 |*
Epoch 00002 | Loss(train) 1.9347 | Acc(train) 0.3198 | Acc(val) 0.3911 |*
Epoch 00003 | Loss(train) 1.9224 | Acc(train) 0.3216 | Acc(val) 0.3284 |
Epoch 00004 | Loss(train) 1.9115 | Acc(train) 0.3272 | Acc(val) 0.3100 |
Epoch 00005 | Loss(train) 1.8973 | Acc(train) 0.3309 | Acc(val) 0.3026 |
Epoch 00006 | Loss(train) 1.8844 | Acc(train) 0.3364 | Acc(val) 0.3026 |
Epoch 00007 | Loss(train) 1.8719 | Acc(train) 0.3124 | Acc(val) 0.3026 |
Epoch 00008 | Loss(train) 1.8585 | Acc(train) 0.2976 | Acc(val) 0.3026 |
Epoch 00009 | Loss(train) 1.8400 | Acc(train) 0.3142 | Acc(val) 0.2989 |
Epoch 00010 | Loss(train) 1.8283 | Acc(train) 0.3050 | Acc(val) 0.2989 |
Epoch 00011 | Loss(train) 1.8178 | Acc(train) 0.3142 | Acc(val) 0.2989 |
Epoch 00012 | Loss(train) 1.7985 | Acc(train) 0.3013 | Acc(val) 0.2989 |
Epoch 00013 | Loss(train) 1.7907 | Acc(train) 0.3031 | Acc(val) 0.2989 |
Epoch 00014 | Loss(train) 1.7836 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.7680 | Acc(train) 0.3050 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7630 | Acc(train) 0.2921 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7557 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7397 | Acc(train) 0.2902 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7386 | Acc(train) 0.2902 | Acc(val) 0.2989 |
Epoch 00020 | Loss(train) 1.7139 | Acc(train) 0.2884 | Acc(val) 0.2989 |
Epoch 00021 | Loss(train) 1.7117 | Acc(train) 0.2921 | Acc(val) 0.2989 |
Epoch 00022 | Loss(train) 1.6983 | Acc(train) 0.2921 | Acc(val) 0.2989 |
Epoch 00023 | Loss(train) 1.6882 | Acc(train) 0.2939 | Acc(val) 0.2989 |
Epoch 00024 | Loss(train) 1.6773 | Acc(train) 0.2957 | Acc(val) 0.2989 |
Epoch 00025 | Loss(train) 1.6609 | Acc(train) 0.3179 | Acc(val) 0.3063 |
Epoch 00026 | Loss(train) 1.6485 | Acc(train) 0.3198 | Acc(val) 0.3063 |
Epoch 00027 | Loss(train) 1.6479 | Acc(train) 0.3420 | Acc(val) 0.3173 |
Epoch 00028 | Loss(train) 1.6280 | Acc(train) 0.3660 | Acc(val) 0.3321 |
Epoch 00029 | Loss(train) 1.6090 | Acc(train) 0.3641 | Acc(val) 0.3432 |
Epoch 00030 | Loss(train) 1.6039 | Acc(train) 0.3974 | Acc(val) 0.3506 |
Epoch 00031 | Loss(train) 1.5841 | Acc(train) 0.4344 | Acc(val) 0.3542 |
Epoch 00032 | Loss(train) 1.5716 | Acc(train) 0.4529 | Acc(val) 0.3616 |
Epoch 00033 | Loss(train) 1.5454 | Acc(train) 0.4584 | Acc(val) 0.4059 |*
Epoch 00034 | Loss(train) 1.5378 | Acc(train) 0.4769 | Acc(val) 0.4207 |*
Epoch 00035 | Loss(train) 1.5283 | Acc(train) 0.4972 | Acc(val) 0.4502 |*
Epoch 00036 | Loss(train) 1.5179 | Acc(train) 0.5083 | Acc(val) 0.4760 |*
Epoch 00037 | Loss(train) 1.5090 | Acc(train) 0.5065 | Acc(val) 0.5092 |*
Epoch 00038 | Loss(train) 1.4843 | Acc(train) 0.5139 | Acc(val) 0.5351 |*
Epoch 00039 | Loss(train) 1.4738 | Acc(train) 0.5582 | Acc(val) 0.5609 |*
Epoch 00040 | Loss(train) 1.4717 | Acc(train) 0.5582 | Acc(val) 0.5720 |*
Epoch 00041 | Loss(train) 1.4435 | Acc(train) 0.5730 | Acc(val) 0.5756 |*
Epoch 00042 | Loss(train) 1.4421 | Acc(train) 0.5656 | Acc(val) 0.5793 |*
Epoch 00043 | Loss(train) 1.4373 | Acc(train) 0.5564 | Acc(val) 0.5904 |*
Epoch 00044 | Loss(train) 1.3943 | Acc(train) 0.5952 | Acc(val) 0.5904 |
Epoch 00045 | Loss(train) 1.3769 | Acc(train) 0.6044 | Acc(val) 0.6125 |*
Epoch 00046 | Loss(train) 1.3667 | Acc(train) 0.5970 | Acc(val) 0.6125 |
Epoch 00047 | Loss(train) 1.3599 | Acc(train) 0.6155 | Acc(val) 0.6125 |
Epoch 00048 | Loss(train) 1.3410 | Acc(train) 0.6359 | Acc(val) 0.6236 |*
Epoch 00049 | Loss(train) 1.3259 | Acc(train) 0.6488 | Acc(val) 0.6273 |*
Epoch 00050 | Loss(train) 1.3145 | Acc(train) 0.6340 | Acc(val) 0.6273 |
Epoch 00051 | Loss(train) 1.3028 | Acc(train) 0.6673 | Acc(val) 0.6347 |*
Epoch 00052 | Loss(train) 1.2901 | Acc(train) 0.6451 | Acc(val) 0.6458 |*
Epoch 00053 | Loss(train) 1.2698 | Acc(train) 0.6636 | Acc(val) 0.6642 |*
Epoch 00054 | Loss(train) 1.2426 | Acc(train) 0.6617 | Acc(val) 0.6716 |*
Epoch 00055 | Loss(train) 1.2130 | Acc(train) 0.6821 | Acc(val) 0.6900 |*
Epoch 00056 | Loss(train) 1.2197 | Acc(train) 0.6580 | Acc(val) 0.6937 |*
Epoch 00057 | Loss(train) 1.2238 | Acc(train) 0.6691 | Acc(val) 0.7011 |*
Epoch 00058 | Loss(train) 1.1924 | Acc(train) 0.6969 | Acc(val) 0.7011 |
Epoch 00059 | Loss(train) 1.1942 | Acc(train) 0.6802 | Acc(val) 0.6937 |
Epoch 00060 | Loss(train) 1.1808 | Acc(train) 0.6950 | Acc(val) 0.6937 |
Epoch 00061 | Loss(train) 1.1512 | Acc(train) 0.7043 | Acc(val) 0.7122 |*
Epoch 00062 | Loss(train) 1.1482 | Acc(train) 0.7135 | Acc(val) 0.7122 |
Epoch 00063 | Loss(train) 1.1432 | Acc(train) 0.6987 | Acc(val) 0.7159 |*
Epoch 00064 | Loss(train) 1.1223 | Acc(train) 0.6969 | Acc(val) 0.7159 |
Epoch 00065 | Loss(train) 1.1169 | Acc(train) 0.7135 | Acc(val) 0.7232 |*
Epoch 00066 | Loss(train) 1.1062 | Acc(train) 0.7172 | Acc(val) 0.7306 |*
Epoch 00067 | Loss(train) 1.0965 | Acc(train) 0.7246 | Acc(val) 0.7380 |*
Epoch 00068 | Loss(train) 1.0761 | Acc(train) 0.7357 | Acc(val) 0.7454 |*
Epoch 00069 | Loss(train) 1.0640 | Acc(train) 0.7449 | Acc(val) 0.7454 |
Epoch 00070 | Loss(train) 1.0486 | Acc(train) 0.7357 | Acc(val) 0.7491 |*
Epoch 00071 | Loss(train) 1.0360 | Acc(train) 0.7431 | Acc(val) 0.7565 |*
Epoch 00072 | Loss(train) 1.0412 | Acc(train) 0.7301 | Acc(val) 0.7601 |*
Epoch 00073 | Loss(train) 1.0374 | Acc(train) 0.7301 | Acc(val) 0.7638 |*
Epoch 00074 | Loss(train) 1.0158 | Acc(train) 0.7468 | Acc(val) 0.7675 |*
Epoch 00075 | Loss(train) 0.9925 | Acc(train) 0.7560 | Acc(val) 0.7675 |
Epoch 00076 | Loss(train) 0.9818 | Acc(train) 0.7763 | Acc(val) 0.7749 |*
Epoch 00077 | Loss(train) 0.9896 | Acc(train) 0.7782 | Acc(val) 0.7786 |*
Epoch 00078 | Loss(train) 0.9573 | Acc(train) 0.7652 | Acc(val) 0.7786 |
Epoch 00079 | Loss(train) 0.9810 | Acc(train) 0.7819 | Acc(val) 0.7823 |*
Epoch 00080 | Loss(train) 0.9498 | Acc(train) 0.7893 | Acc(val) 0.7823 |
Epoch 00081 | Loss(train) 0.9233 | Acc(train) 0.7726 | Acc(val) 0.7823 |
Epoch 00082 | Loss(train) 0.9356 | Acc(train) 0.7800 | Acc(val) 0.7786 |
Epoch 00083 | Loss(train) 0.9248 | Acc(train) 0.7800 | Acc(val) 0.7823 |
Epoch 00084 | Loss(train) 0.9210 | Acc(train) 0.8115 | Acc(val) 0.7897 |*
Epoch 00085 | Loss(train) 0.9074 | Acc(train) 0.7985 | Acc(val) 0.7860 |
Epoch 00086 | Loss(train) 0.8922 | Acc(train) 0.8059 | Acc(val) 0.7934 |*
Epoch 00087 | Loss(train) 0.9002 | Acc(train) 0.8059 | Acc(val) 0.7970 |*
Epoch 00088 | Loss(train) 0.8839 | Acc(train) 0.7874 | Acc(val) 0.8044 |*
Epoch 00089 | Loss(train) 0.8793 | Acc(train) 0.7948 | Acc(val) 0.8007 |
Epoch 00090 | Loss(train) 0.8489 | Acc(train) 0.8244 | Acc(val) 0.8044 |
Epoch 00091 | Loss(train) 0.8461 | Acc(train) 0.8392 | Acc(val) 0.8044 |
Epoch 00092 | Loss(train) 0.8298 | Acc(train) 0.8281 | Acc(val) 0.8081 |*
Epoch 00093 | Loss(train) 0.8431 | Acc(train) 0.8022 | Acc(val) 0.8118 |*
Epoch 00094 | Loss(train) 0.8335 | Acc(train) 0.8189 | Acc(val) 0.8192 |*
Epoch 00095 | Loss(train) 0.8316 | Acc(train) 0.8207 | Acc(val) 0.8229 |*
Epoch 00096 | Loss(train) 0.8236 | Acc(train) 0.8152 | Acc(val) 0.8229 |
Epoch 00097 | Loss(train) 0.8049 | Acc(train) 0.8281 | Acc(val) 0.8229 |
Epoch 00098 | Loss(train) 0.8277 | Acc(train) 0.8410 | Acc(val) 0.8192 |
Epoch 00099 | Loss(train) 0.7862 | Acc(train) 0.8299 | Acc(val) 0.8192 |
Epoch 00100 | Loss(train) 0.7875 | Acc(train) 0.8336 | Acc(val) 0.8192 |
Epoch 00101 | Loss(train) 0.8075 | Acc(train) 0.8466 | Acc(val) 0.8303 |*
Epoch 00102 | Loss(train) 0.7936 | Acc(train) 0.8318 | Acc(val) 0.8339 |*
Epoch 00103 | Loss(train) 0.7642 | Acc(train) 0.8410 | Acc(val) 0.8339 |
Epoch 00104 | Loss(train) 0.7847 | Acc(train) 0.8299 | Acc(val) 0.8339 |
Epoch 00105 | Loss(train) 0.7689 | Acc(train) 0.8281 | Acc(val) 0.8376 |*
Epoch 00106 | Loss(train) 0.7433 | Acc(train) 0.8447 | Acc(val) 0.8339 |
Epoch 00107 | Loss(train) 0.7590 | Acc(train) 0.8577 | Acc(val) 0.8339 |
Epoch 00108 | Loss(train) 0.7542 | Acc(train) 0.8503 | Acc(val) 0.8413 |*
Epoch 00109 | Loss(train) 0.7389 | Acc(train) 0.8669 | Acc(val) 0.8376 |
Epoch 00110 | Loss(train) 0.7490 | Acc(train) 0.8558 | Acc(val) 0.8376 |
Epoch 00111 | Loss(train) 0.7234 | Acc(train) 0.8558 | Acc(val) 0.8376 |
Epoch 00112 | Loss(train) 0.7020 | Acc(train) 0.8799 | Acc(val) 0.8413 |
Epoch 00113 | Loss(train) 0.7298 | Acc(train) 0.8725 | Acc(val) 0.8413 |
Epoch 00114 | Loss(train) 0.7127 | Acc(train) 0.8632 | Acc(val) 0.8450 |*
Epoch 00115 | Loss(train) 0.6834 | Acc(train) 0.8651 | Acc(val) 0.8450 |
Epoch 00116 | Loss(train) 0.7021 | Acc(train) 0.8503 | Acc(val) 0.8450 |
Epoch 00117 | Loss(train) 0.7034 | Acc(train) 0.8706 | Acc(val) 0.8413 |
Epoch 00118 | Loss(train) 0.6994 | Acc(train) 0.8669 | Acc(val) 0.8413 |
Epoch 00119 | Loss(train) 0.6855 | Acc(train) 0.8780 | Acc(val) 0.8487 |*
Epoch 00120 | Loss(train) 0.6923 | Acc(train) 0.8669 | Acc(val) 0.8524 |*
Epoch 00121 | Loss(train) 0.6872 | Acc(train) 0.8725 | Acc(val) 0.8450 |
Epoch 00122 | Loss(train) 0.6699 | Acc(train) 0.8558 | Acc(val) 0.8487 |
Epoch 00123 | Loss(train) 0.6825 | Acc(train) 0.8725 | Acc(val) 0.8524 |
Epoch 00124 | Loss(train) 0.6565 | Acc(train) 0.8743 | Acc(val) 0.8561 |*
Epoch 00125 | Loss(train) 0.6739 | Acc(train) 0.8706 | Acc(val) 0.8524 |
Epoch 00126 | Loss(train) 0.6739 | Acc(train) 0.8558 | Acc(val) 0.8487 |
Epoch 00127 | Loss(train) 0.6510 | Acc(train) 0.8688 | Acc(val) 0.8561 |
Epoch 00128 | Loss(train) 0.6664 | Acc(train) 0.8558 | Acc(val) 0.8598 |*
Epoch 00129 | Loss(train) 0.6462 | Acc(train) 0.8762 | Acc(val) 0.8635 |*
Epoch 00130 | Loss(train) 0.6403 | Acc(train) 0.8706 | Acc(val) 0.8635 |
Epoch 00131 | Loss(train) 0.6633 | Acc(train) 0.8558 | Acc(val) 0.8635 |
Epoch 00132 | Loss(train) 0.6361 | Acc(train) 0.8780 | Acc(val) 0.8635 |
Epoch 00133 | Loss(train) 0.6526 | Acc(train) 0.8632 | Acc(val) 0.8598 |
Epoch 00134 | Loss(train) 0.6338 | Acc(train) 0.8780 | Acc(val) 0.8598 |
Epoch 00135 | Loss(train) 0.6347 | Acc(train) 0.8725 | Acc(val) 0.8598 |
Epoch 00136 | Loss(train) 0.6385 | Acc(train) 0.8817 | Acc(val) 0.8561 |
Epoch 00137 | Loss(train) 0.6218 | Acc(train) 0.8762 | Acc(val) 0.8635 |
Epoch 00138 | Loss(train) 0.6234 | Acc(train) 0.8762 | Acc(val) 0.8672 |*
Epoch 00139 | Loss(train) 0.6234 | Acc(train) 0.8706 | Acc(val) 0.8672 |
Epoch 00140 | Loss(train) 0.6182 | Acc(train) 0.8780 | Acc(val) 0.8672 |
Epoch 00141 | Loss(train) 0.6080 | Acc(train) 0.8743 | Acc(val) 0.8672 |
Epoch 00142 | Loss(train) 0.6321 | Acc(train) 0.8688 | Acc(val) 0.8745 |*
Epoch 00143 | Loss(train) 0.6336 | Acc(train) 0.8651 | Acc(val) 0.8708 |
Epoch 00144 | Loss(train) 0.6032 | Acc(train) 0.8799 | Acc(val) 0.8598 |
Epoch 00145 | Loss(train) 0.6052 | Acc(train) 0.8891 | Acc(val) 0.8598 |
Epoch 00146 | Loss(train) 0.5730 | Acc(train) 0.8946 | Acc(val) 0.8672 |
Epoch 00147 | Loss(train) 0.6089 | Acc(train) 0.8835 | Acc(val) 0.8635 |
Epoch 00148 | Loss(train) 0.5897 | Acc(train) 0.8928 | Acc(val) 0.8635 |
Epoch 00149 | Loss(train) 0.5833 | Acc(train) 0.8854 | Acc(val) 0.8672 |
Epoch 00150 | Loss(train) 0.5996 | Acc(train) 0.8854 | Acc(val) 0.8708 |
Epoch 00151 | Loss(train) 0.5811 | Acc(train) 0.8928 | Acc(val) 0.8708 |
Epoch 00152 | Loss(train) 0.5812 | Acc(train) 0.8835 | Acc(val) 0.8708 |
Epoch 00153 | Loss(train) 0.5780 | Acc(train) 0.9002 | Acc(val) 0.8708 |
Epoch 00154 | Loss(train) 0.5944 | Acc(train) 0.8799 | Acc(val) 0.8708 |
Epoch 00155 | Loss(train) 0.5924 | Acc(train) 0.8817 | Acc(val) 0.8672 |
Epoch 00156 | Loss(train) 0.5593 | Acc(train) 0.9039 | Acc(val) 0.8635 |
Epoch 00157 | Loss(train) 0.5888 | Acc(train) 0.8780 | Acc(val) 0.8672 |
Epoch 00158 | Loss(train) 0.5884 | Acc(train) 0.8909 | Acc(val) 0.8708 |
Epoch 00159 | Loss(train) 0.5740 | Acc(train) 0.8965 | Acc(val) 0.8745 |
Epoch 00160 | Loss(train) 0.5762 | Acc(train) 0.8872 | Acc(val) 0.8782 |*
Epoch 00161 | Loss(train) 0.5605 | Acc(train) 0.8909 | Acc(val) 0.8782 |
Epoch 00162 | Loss(train) 0.5702 | Acc(train) 0.8872 | Acc(val) 0.8782 |
Epoch 00163 | Loss(train) 0.5515 | Acc(train) 0.9002 | Acc(val) 0.8745 |
Epoch 00164 | Loss(train) 0.5821 | Acc(train) 0.8817 | Acc(val) 0.8708 |
Epoch 00165 | Loss(train) 0.5590 | Acc(train) 0.8706 | Acc(val) 0.8708 |
Epoch 00166 | Loss(train) 0.5440 | Acc(train) 0.8817 | Acc(val) 0.8708 |
Epoch 00167 | Loss(train) 0.5367 | Acc(train) 0.9002 | Acc(val) 0.8672 |
Epoch 00168 | Loss(train) 0.5307 | Acc(train) 0.8983 | Acc(val) 0.8708 |
Epoch 00169 | Loss(train) 0.5432 | Acc(train) 0.8762 | Acc(val) 0.8782 |
Epoch 00170 | Loss(train) 0.5308 | Acc(train) 0.8891 | Acc(val) 0.8745 |
Epoch 00171 | Loss(train) 0.5598 | Acc(train) 0.8835 | Acc(val) 0.8819 |*
Epoch 00172 | Loss(train) 0.5343 | Acc(train) 0.9076 | Acc(val) 0.8708 |
Epoch 00173 | Loss(train) 0.5405 | Acc(train) 0.9002 | Acc(val) 0.8672 |
Epoch 00174 | Loss(train) 0.5410 | Acc(train) 0.8983 | Acc(val) 0.8672 |
Epoch 00175 | Loss(train) 0.5581 | Acc(train) 0.8928 | Acc(val) 0.8708 |
Epoch 00176 | Loss(train) 0.5554 | Acc(train) 0.8835 | Acc(val) 0.8819 |
Epoch 00177 | Loss(train) 0.5589 | Acc(train) 0.8780 | Acc(val) 0.8856 |*
Epoch 00178 | Loss(train) 0.5201 | Acc(train) 0.9057 | Acc(val) 0.8856 |
Epoch 00179 | Loss(train) 0.5330 | Acc(train) 0.8872 | Acc(val) 0.8856 |
Epoch 00180 | Loss(train) 0.5234 | Acc(train) 0.8946 | Acc(val) 0.8893 |*
Epoch 00181 | Loss(train) 0.5435 | Acc(train) 0.8799 | Acc(val) 0.8708 |
Epoch 00182 | Loss(train) 0.5357 | Acc(train) 0.8909 | Acc(val) 0.8672 |
Epoch 00183 | Loss(train) 0.5480 | Acc(train) 0.8909 | Acc(val) 0.8672 |
Epoch 00184 | Loss(train) 0.5354 | Acc(train) 0.8909 | Acc(val) 0.8745 |
Epoch 00185 | Loss(train) 0.5623 | Acc(train) 0.8854 | Acc(val) 0.8782 |
Epoch 00186 | Loss(train) 0.5390 | Acc(train) 0.8909 | Acc(val) 0.8893 |
Epoch 00187 | Loss(train) 0.5148 | Acc(train) 0.8928 | Acc(val) 0.8893 |
Epoch 00188 | Loss(train) 0.5387 | Acc(train) 0.8983 | Acc(val) 0.8819 |
Epoch 00189 | Loss(train) 0.5016 | Acc(train) 0.9187 | Acc(val) 0.8782 |
Epoch 00190 | Loss(train) 0.5198 | Acc(train) 0.8909 | Acc(val) 0.8819 |
Epoch 00191 | Loss(train) 0.5253 | Acc(train) 0.8983 | Acc(val) 0.8782 |
Epoch 00192 | Loss(train) 0.5127 | Acc(train) 0.8965 | Acc(val) 0.8672 |
Epoch 00193 | Loss(train) 0.5176 | Acc(train) 0.8946 | Acc(val) 0.8672 |
Epoch 00194 | Loss(train) 0.5142 | Acc(train) 0.8928 | Acc(val) 0.8672 |
Epoch 00195 | Loss(train) 0.5115 | Acc(train) 0.9039 | Acc(val) 0.8745 |
Epoch 00196 | Loss(train) 0.5136 | Acc(train) 0.8965 | Acc(val) 0.8782 |
Epoch 00197 | Loss(train) 0.5051 | Acc(train) 0.9020 | Acc(val) 0.8782 |
Epoch 00198 | Loss(train) 0.5113 | Acc(train) 0.9039 | Acc(val) 0.8782 |
Epoch 00199 | Loss(train) 0.4831 | Acc(train) 0.9020 | Acc(val) 0.8782 |
Epoch 00200 | Loss(train) 0.5187 | Acc(train) 0.8909 | Acc(val) 0.8819 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9456 | Acc(train) 0.1460 | Acc(val) 0.3173 |*
Epoch 00002 | Loss(train) 1.9370 | Acc(train) 0.2773 | Acc(val) 0.3469 |*
Epoch 00003 | Loss(train) 1.9280 | Acc(train) 0.3179 | Acc(val) 0.3727 |*
Epoch 00004 | Loss(train) 1.9174 | Acc(train) 0.3586 | Acc(val) 0.3801 |*
Epoch 00005 | Loss(train) 1.9053 | Acc(train) 0.3457 | Acc(val) 0.3801 |
Epoch 00006 | Loss(train) 1.8948 | Acc(train) 0.3401 | Acc(val) 0.3801 |
