/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
/root/WATS/model/calibrator.py:322: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ../torch/csrc/utils/tensor_new.cpp:274.)
  torch.tensor([L.row, L.col]),
Debug: Dataset cora-full train_idx: 2820, val_idx: 940, test_idx: 15040
Debug: Dataset cora-full train_idx: 10, val_idx: 10, test_idx: 10
Dataset: cora-full | #Nodes: 18800 | #Edges: 144170 | #Classes: 70 |#Features: 8710
Epoch 00063 | Loss(train) 3.6510 | Acc(train) 0.1011 | Acc(val) 0.0809 |
Epoch 00064 | Loss(train) 3.5981 | Acc(train) 0.1000 | Acc(val) 0.0830 |
Epoch 00065 | Loss(train) 3.6053 | Acc(train) 0.1014 | Acc(val) 0.0840 |*
Epoch 00066 | Loss(train) 3.5983 | Acc(train) 0.1014 | Acc(val) 0.0894 |*
Epoch 00067 | Loss(train) 3.5905 | Acc(train) 0.1014 | Acc(val) 0.0883 |
Epoch 00068 | Loss(train) 3.5940 | Acc(train) 0.0996 | Acc(val) 0.0851 |
Epoch 00069 | Loss(train) 3.5990 | Acc(train) 0.0975 | Acc(val) 0.0819 |
Epoch 00070 | Loss(train) 3.6051 | Acc(train) 0.1039 | Acc(val) 0.0819 |
Epoch 00071 | Loss(train) 3.5581 | Acc(train) 0.0986 | Acc(val) 0.0840 |
Epoch 00072 | Loss(train) 3.5744 | Acc(train) 0.0979 | Acc(val) 0.0840 |
Epoch 00073 | Loss(train) 3.5858 | Acc(train) 0.1025 | Acc(val) 0.0840 |
Epoch 00074 | Loss(train) 3.5812 | Acc(train) 0.1028 | Acc(val) 0.0840 |
Epoch 00075 | Loss(train) 3.5751 | Acc(train) 0.1032 | Acc(val) 0.0851 |
Epoch 00076 | Loss(train) 3.5669 | Acc(train) 0.1071 | Acc(val) 0.0872 |
Epoch 00077 | Loss(train) 3.5877 | Acc(train) 0.1092 | Acc(val) 0.0894 |
Epoch 00078 | Loss(train) 3.5958 | Acc(train) 0.1032 | Acc(val) 0.0904 |*
Epoch 00079 | Loss(train) 3.5773 | Acc(train) 0.1018 | Acc(val) 0.0915 |*
Epoch 00080 | Loss(train) 3.5690 | Acc(train) 0.1064 | Acc(val) 0.0883 |
Epoch 00081 | Loss(train) 3.5758 | Acc(train) 0.1028 | Acc(val) 0.0883 |
Epoch 00082 | Loss(train) 3.5834 | Acc(train) 0.0996 | Acc(val) 0.0915 |
Epoch 00083 | Loss(train) 3.5907 | Acc(train) 0.1032 | Acc(val) 0.0968 |*
Epoch 00084 | Loss(train) 3.5872 | Acc(train) 0.1113 | Acc(val) 0.0989 |*
Epoch 00085 | Loss(train) 3.5525 | Acc(train) 0.1099 | Acc(val) 0.0968 |
Epoch 00086 | Loss(train) 3.5585 | Acc(train) 0.1035 | Acc(val) 0.0968 |
Epoch 00087 | Loss(train) 3.5500 | Acc(train) 0.0982 | Acc(val) 0.0904 |
Epoch 00088 | Loss(train) 3.5519 | Acc(train) 0.1078 | Acc(val) 0.0915 |
Epoch 00089 | Loss(train) 3.5981 | Acc(train) 0.1103 | Acc(val) 0.0936 |
Epoch 00090 | Loss(train) 3.5510 | Acc(train) 0.1117 | Acc(val) 0.1021 |*
Epoch 00091 | Loss(train) 3.5538 | Acc(train) 0.1053 | Acc(val) 0.0915 |
Epoch 00092 | Loss(train) 3.5256 | Acc(train) 0.1085 | Acc(val) 0.0947 |
Epoch 00093 | Loss(train) 3.5090 | Acc(train) 0.1043 | Acc(val) 0.0915 |
Epoch 00094 | Loss(train) 3.5509 | Acc(train) 0.1071 | Acc(val) 0.0894 |
Epoch 00095 | Loss(train) 3.6342 | Acc(train) 0.1064 | Acc(val) 0.0926 |
Epoch 00096 | Loss(train) 3.5455 | Acc(train) 0.1039 | Acc(val) 0.0936 |
Epoch 00097 | Loss(train) 3.6250 | Acc(train) 0.1074 | Acc(val) 0.0936 |
Epoch 00098 | Loss(train) 3.5661 | Acc(train) 0.1099 | Acc(val) 0.0947 |
Epoch 00099 | Loss(train) 3.5320 | Acc(train) 0.1145 | Acc(val) 0.0936 |
Epoch 00100 | Loss(train) 3.5524 | Acc(train) 0.1074 | Acc(val) 0.0979 |
Epoch 00101 | Loss(train) 3.5501 | Acc(train) 0.1103 | Acc(val) 0.0989 |
Epoch 00102 | Loss(train) 3.5322 | Acc(train) 0.1188 | Acc(val) 0.0979 |
Epoch 00103 | Loss(train) 3.5435 | Acc(train) 0.1131 | Acc(val) 0.0989 |
Epoch 00104 | Loss(train) 3.5332 | Acc(train) 0.1131 | Acc(val) 0.1053 |*
Epoch 00105 | Loss(train) 3.5349 | Acc(train) 0.1089 | Acc(val) 0.1096 |*
Epoch 00106 | Loss(train) 3.6231 | Acc(train) 0.1149 | Acc(val) 0.1064 |
Epoch 00107 | Loss(train) 3.5429 | Acc(train) 0.1085 | Acc(val) 0.1064 |
Epoch 00108 | Loss(train) 3.5364 | Acc(train) 0.1032 | Acc(val) 0.1160 |*
Epoch 00109 | Loss(train) 3.5500 | Acc(train) 0.1089 | Acc(val) 0.1202 |*
Epoch 00110 | Loss(train) 3.5262 | Acc(train) 0.1131 | Acc(val) 0.1170 |
Epoch 00111 | Loss(train) 3.5188 | Acc(train) 0.1131 | Acc(val) 0.1160 |
Epoch 00112 | Loss(train) 3.5492 | Acc(train) 0.1064 | Acc(val) 0.1128 |
Epoch 00113 | Loss(train) 3.5124 | Acc(train) 0.1195 | Acc(val) 0.1043 |
Epoch 00114 | Loss(train) 3.5573 | Acc(train) 0.1046 | Acc(val) 0.1011 |
Epoch 00115 | Loss(train) 3.5292 | Acc(train) 0.1149 | Acc(val) 0.1011 |
Epoch 00116 | Loss(train) 3.5013 | Acc(train) 0.1121 | Acc(val) 0.1011 |
Epoch 00117 | Loss(train) 3.5251 | Acc(train) 0.1071 | Acc(val) 0.1149 |
Epoch 00118 | Loss(train) 3.5119 | Acc(train) 0.1113 | Acc(val) 0.1149 |
Epoch 00119 | Loss(train) 3.5308 | Acc(train) 0.1110 | Acc(val) 0.1191 |
Epoch 00120 | Loss(train) 3.5195 | Acc(train) 0.1156 | Acc(val) 0.1245 |*
Epoch 00121 | Loss(train) 3.5067 | Acc(train) 0.1167 | Acc(val) 0.1330 |*
Epoch 00122 | Loss(train) 3.5578 | Acc(train) 0.1124 | Acc(val) 0.1415 |*
Epoch 00123 | Loss(train) 3.5546 | Acc(train) 0.1152 | Acc(val) 0.1500 |*
Epoch 00124 | Loss(train) 3.5251 | Acc(train) 0.1170 | Acc(val) 0.1564 |*
Epoch 00125 | Loss(train) 3.5485 | Acc(train) 0.1255 | Acc(val) 0.1638 |*
Epoch 00126 | Loss(train) 3.5056 | Acc(train) 0.1213 | Acc(val) 0.1543 |
Epoch 00127 | Loss(train) 3.4974 | Acc(train) 0.1216 | Acc(val) 0.1447 |
Epoch 00128 | Loss(train) 3.5101 | Acc(train) 0.1121 | Acc(val) 0.1415 |
Epoch 00129 | Loss(train) 3.5181 | Acc(train) 0.1067 | Acc(val) 0.1532 |
Epoch 00130 | Loss(train) 3.5010 | Acc(train) 0.1138 | Acc(val) 0.1521 |
Epoch 00131 | Loss(train) 3.5043 | Acc(train) 0.1103 | Acc(val) 0.1574 |
Epoch 00132 | Loss(train) 3.5153 | Acc(train) 0.1142 | Acc(val) 0.1702 |*
Epoch 00133 | Loss(train) 3.5623 | Acc(train) 0.1195 | Acc(val) 0.1660 |
Epoch 00134 | Loss(train) 3.5251 | Acc(train) 0.1213 | Acc(val) 0.1585 |
Epoch 00135 | Loss(train) 3.5202 | Acc(train) 0.1206 | Acc(val) 0.1436 |
Epoch 00136 | Loss(train) 3.4994 | Acc(train) 0.1128 | Acc(val) 0.1309 |
Epoch 00137 | Loss(train) 3.5056 | Acc(train) 0.1167 | Acc(val) 0.1202 |
Epoch 00138 | Loss(train) 3.4906 | Acc(train) 0.1223 | Acc(val) 0.1191 |
Epoch 00139 | Loss(train) 3.5077 | Acc(train) 0.1220 | Acc(val) 0.1191 |
Epoch 00140 | Loss(train) 3.4938 | Acc(train) 0.1177 | Acc(val) 0.1170 |
Epoch 00141 | Loss(train) 3.4967 | Acc(train) 0.1163 | Acc(val) 0.1181 |
Epoch 00142 | Loss(train) 3.5208 | Acc(train) 0.1174 | Acc(val) 0.1234 |
Epoch 00143 | Loss(train) 3.5188 | Acc(train) 0.1216 | Acc(val) 0.1266 |
Epoch 00144 | Loss(train) 3.4875 | Acc(train) 0.1213 | Acc(val) 0.1277 |
Epoch 00145 | Loss(train) 3.4893 | Acc(train) 0.1174 | Acc(val) 0.1287 |
Epoch 00146 | Loss(train) 3.5107 | Acc(train) 0.1188 | Acc(val) 0.1298 |
Epoch 00147 | Loss(train) 3.4939 | Acc(train) 0.1188 | Acc(val) 0.1372 |
Epoch 00148 | Loss(train) 3.4850 | Acc(train) 0.1138 | Acc(val) 0.1372 |
Epoch 00149 | Loss(train) 3.5932 | Acc(train) 0.1124 | Acc(val) 0.1489 |
Epoch 00150 | Loss(train) 3.5010 | Acc(train) 0.1191 | Acc(val) 0.1585 |
Epoch 00151 | Loss(train) 3.4936 | Acc(train) 0.1191 | Acc(val) 0.1670 |
Epoch 00152 | Loss(train) 3.4939 | Acc(train) 0.1216 | Acc(val) 0.1755 |*
Epoch 00153 | Loss(train) 3.5314 | Acc(train) 0.1277 | Acc(val) 0.1798 |*
Epoch 00154 | Loss(train) 3.4838 | Acc(train) 0.1195 | Acc(val) 0.1777 |
Epoch 00155 | Loss(train) 3.4709 | Acc(train) 0.1156 | Acc(val) 0.1702 |
Epoch 00156 | Loss(train) 3.5149 | Acc(train) 0.1110 | Acc(val) 0.1585 |
Epoch 00157 | Loss(train) 3.5545 | Acc(train) 0.1223 | Acc(val) 0.1532 |
Epoch 00158 | Loss(train) 3.4998 | Acc(train) 0.1202 | Acc(val) 0.1489 |
Epoch 00159 | Loss(train) 3.5418 | Acc(train) 0.1238 | Acc(val) 0.1436 |
Epoch 00160 | Loss(train) 3.4984 | Acc(train) 0.1199 | Acc(val) 0.1447 |
Epoch 00161 | Loss(train) 3.4967 | Acc(train) 0.1184 | Acc(val) 0.1479 |
Epoch 00162 | Loss(train) 3.5129 | Acc(train) 0.1156 | Acc(val) 0.1553 |
Epoch 00163 | Loss(train) 3.4726 | Acc(train) 0.1206 | Acc(val) 0.1564 |
Epoch 00164 | Loss(train) 3.5590 | Acc(train) 0.1234 | Acc(val) 0.1468 |
Epoch 00165 | Loss(train) 3.5319 | Acc(train) 0.1145 | Acc(val) 0.1468 |
Epoch 00166 | Loss(train) 3.4910 | Acc(train) 0.1152 | Acc(val) 0.1383 |
Epoch 00167 | Loss(train) 3.5485 | Acc(train) 0.1142 | Acc(val) 0.1426 |
Epoch 00168 | Loss(train) 3.5098 | Acc(train) 0.1209 | Acc(val) 0.1372 |
Epoch 00169 | Loss(train) 3.4877 | Acc(train) 0.1145 | Acc(val) 0.1394 |
Epoch 00170 | Loss(train) 3.6001 | Acc(train) 0.1245 | Acc(val) 0.1415 |
Epoch 00171 | Loss(train) 3.4975 | Acc(train) 0.1188 | Acc(val) 0.1383 |
Epoch 00172 | Loss(train) 3.4960 | Acc(train) 0.1312 | Acc(val) 0.1394 |
Epoch 00173 | Loss(train) 3.4736 | Acc(train) 0.1152 | Acc(val) 0.1372 |
Epoch 00174 | Loss(train) 3.7149 | Acc(train) 0.1223 | Acc(val) 0.1415 |
Epoch 00175 | Loss(train) 3.4667 | Acc(train) 0.1216 | Acc(val) 0.1436 |
Epoch 00176 | Loss(train) 3.5022 | Acc(train) 0.1152 | Acc(val) 0.1574 |
Epoch 00177 | Loss(train) 3.5654 | Acc(train) 0.1188 | Acc(val) 0.1649 |
Epoch 00178 | Loss(train) 3.4683 | Acc(train) 0.1241 | Acc(val) 0.1702 |
Epoch 00179 | Loss(train) 3.4767 | Acc(train) 0.1262 | Acc(val) 0.1755 |
Epoch 00180 | Loss(train) 3.4899 | Acc(train) 0.1266 | Acc(val) 0.1670 |
Epoch 00181 | Loss(train) 3.4791 | Acc(train) 0.1223 | Acc(val) 0.1617 |
Epoch 00182 | Loss(train) 3.4848 | Acc(train) 0.1223 | Acc(val) 0.1574 |
Epoch 00183 | Loss(train) 3.7274 | Acc(train) 0.1202 | Acc(val) 0.1596 |
Epoch 00184 | Loss(train) 3.4736 | Acc(train) 0.1270 | Acc(val) 0.1596 |
Epoch 00185 | Loss(train) 3.5303 | Acc(train) 0.1170 | Acc(val) 0.1617 |
Epoch 00186 | Loss(train) 3.4864 | Acc(train) 0.1277 | Acc(val) 0.1564 |
Epoch 00187 | Loss(train) 3.4975 | Acc(train) 0.1252 | Acc(val) 0.1511 |
Epoch 00188 | Loss(train) 3.4769 | Acc(train) 0.1277 | Acc(val) 0.1447 |
Epoch 00189 | Loss(train) 3.4927 | Acc(train) 0.1227 | Acc(val) 0.1457 |
Epoch 00190 | Loss(train) 3.4862 | Acc(train) 0.1245 | Acc(val) 0.1457 |
Epoch 00191 | Loss(train) 3.4708 | Acc(train) 0.1305 | Acc(val) 0.1479 |
Epoch 00192 | Loss(train) 3.4799 | Acc(train) 0.1270 | Acc(val) 0.1553 |
Epoch 00193 | Loss(train) 3.4543 | Acc(train) 0.1199 | Acc(val) 0.1585 |
Epoch 00194 | Loss(train) 3.4939 | Acc(train) 0.1238 | Acc(val) 0.1574 |
Epoch 00195 | Loss(train) 3.4817 | Acc(train) 0.1170 | Acc(val) 0.1479 |
Epoch 00196 | Loss(train) 3.4817 | Acc(train) 0.1135 | Acc(val) 0.1479 |
Epoch 00197 | Loss(train) 3.5266 | Acc(train) 0.1216 | Acc(val) 0.1553 |
Epoch 00198 | Loss(train) 3.4751 | Acc(train) 0.1277 | Acc(val) 0.1681 |
Epoch 00199 | Loss(train) 3.4694 | Acc(train) 0.1245 | Acc(val) 0.1702 |
Epoch 00200 | Loss(train) 3.5220 | Acc(train) 0.1191 | Acc(val) 0.1745 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.2, 'cal_hidden_dim': 128}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 706.66 MB
GPU Memory Reserved: 2156.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2455 | Acc(train) 0.0245 | Acc(val) 0.0330 |*
Epoch 00002 | Loss(train) 4.2351 | Acc(train) 0.0418 | Acc(val) 0.0330 |
Epoch 00003 | Loss(train) 4.2230 | Acc(train) 0.0369 | Acc(val) 0.0330 |
Epoch 00004 | Loss(train) 4.2069 | Acc(train) 0.0390 | Acc(val) 0.0436 |*
Epoch 00005 | Loss(train) 4.1855 | Acc(train) 0.0433 | Acc(val) 0.0628 |*
Epoch 00006 | Loss(train) 4.1699 | Acc(train) 0.0450 | Acc(val) 0.0979 |*
Epoch 00007 | Loss(train) 4.1449 | Acc(train) 0.0447 | Acc(val) 0.1181 |*
Epoch 00008 | Loss(train) 4.1238 | Acc(train) 0.0436 | Acc(val) 0.1202 |*
Epoch 00009 | Loss(train) 4.1329 | Acc(train) 0.0355 | Acc(val) 0.0862 |
Epoch 00010 | Loss(train) 4.0872 | Acc(train) 0.0372 | Acc(val) 0.0862 |
Epoch 00011 | Loss(train) 4.0599 | Acc(train) 0.0496 | Acc(val) 0.0936 |
Epoch 00012 | Loss(train) 4.0492 | Acc(train) 0.0482 | Acc(val) 0.1309 |*
Epoch 00013 | Loss(train) 4.0264 | Acc(train) 0.0504 | Acc(val) 0.1521 |*
Epoch 00014 | Loss(train) 4.0313 | Acc(train) 0.0525 | Acc(val) 0.1266 |
Epoch 00015 | Loss(train) 4.0063 | Acc(train) 0.0550 | Acc(val) 0.1085 |
Epoch 00016 | Loss(train) 4.0338 | Acc(train) 0.0518 | Acc(val) 0.1021 |
Epoch 00017 | Loss(train) 4.0019 | Acc(train) 0.0546 | Acc(val) 0.0862 |
Epoch 00018 | Loss(train) 4.0051 | Acc(train) 0.0550 | Acc(val) 0.0819 |
Epoch 00019 | Loss(train) 4.0003 | Acc(train) 0.0585 | Acc(val) 0.0819 |
Epoch 00020 | Loss(train) 3.9900 | Acc(train) 0.0645 | Acc(val) 0.0809 |
Epoch 00021 | Loss(train) 3.9741 | Acc(train) 0.0589 | Acc(val) 0.0862 |
Epoch 00022 | Loss(train) 3.9827 | Acc(train) 0.0613 | Acc(val) 0.0862 |
Epoch 00023 | Loss(train) 3.9641 | Acc(train) 0.0574 | Acc(val) 0.0851 |
Epoch 00024 | Loss(train) 3.9740 | Acc(train) 0.0624 | Acc(val) 0.0830 |
Epoch 00025 | Loss(train) 3.9675 | Acc(train) 0.0592 | Acc(val) 0.0809 |
Epoch 00026 | Loss(train) 3.9523 | Acc(train) 0.0663 | Acc(val) 0.0787 |
Epoch 00027 | Loss(train) 3.9532 | Acc(train) 0.0706 | Acc(val) 0.0798 |
Epoch 00028 | Loss(train) 3.9441 | Acc(train) 0.0621 | Acc(val) 0.0798 |
Epoch 00029 | Loss(train) 3.9386 | Acc(train) 0.0606 | Acc(val) 0.0798 |
Epoch 00030 | Loss(train) 4.0126 | Acc(train) 0.0628 | Acc(val) 0.0798 |
Epoch 00031 | Loss(train) 3.9310 | Acc(train) 0.0688 | Acc(val) 0.0798 |
Epoch 00032 | Loss(train) 3.9313 | Acc(train) 0.0709 | Acc(val) 0.0798 |
Epoch 00033 | Loss(train) 3.9246 | Acc(train) 0.0684 | Acc(val) 0.0798 |
Epoch 00034 | Loss(train) 3.9144 | Acc(train) 0.0723 | Acc(val) 0.0809 |
Epoch 00035 | Loss(train) 3.9033 | Acc(train) 0.0706 | Acc(val) 0.0809 |
Epoch 00036 | Loss(train) 3.8985 | Acc(train) 0.0759 | Acc(val) 0.0809 |
Epoch 00037 | Loss(train) 3.8933 | Acc(train) 0.0716 | Acc(val) 0.0809 |
Epoch 00038 | Loss(train) 3.8820 | Acc(train) 0.0766 | Acc(val) 0.0809 |
Epoch 00039 | Loss(train) 3.8826 | Acc(train) 0.0780 | Acc(val) 0.0798 |
Epoch 00040 | Loss(train) 3.8918 | Acc(train) 0.0809 | Acc(val) 0.0798 |
Epoch 00041 | Loss(train) 3.9011 | Acc(train) 0.0819 | Acc(val) 0.0809 |
Epoch 00042 | Loss(train) 3.8589 | Acc(train) 0.0791 | Acc(val) 0.0830 |
Epoch 00043 | Loss(train) 3.8642 | Acc(train) 0.0826 | Acc(val) 0.0862 |
Epoch 00044 | Loss(train) 3.8391 | Acc(train) 0.0911 | Acc(val) 0.0894 |
Epoch 00045 | Loss(train) 3.8264 | Acc(train) 0.0869 | Acc(val) 0.0947 |
Epoch 00046 | Loss(train) 3.8039 | Acc(train) 0.0968 | Acc(val) 0.0947 |
Epoch 00047 | Loss(train) 3.7982 | Acc(train) 0.0901 | Acc(val) 0.0989 |
Epoch 00048 | Loss(train) 3.7723 | Acc(train) 0.0933 | Acc(val) 0.1000 |
Epoch 00049 | Loss(train) 3.7772 | Acc(train) 0.0908 | Acc(val) 0.1000 |
Epoch 00050 | Loss(train) 3.7669 | Acc(train) 0.0947 | Acc(val) 0.0989 |
Epoch 00051 | Loss(train) 3.7615 | Acc(train) 0.0926 | Acc(val) 0.0989 |
Epoch 00052 | Loss(train) 3.7315 | Acc(train) 0.0943 | Acc(val) 0.0989 |
Epoch 00053 | Loss(train) 3.7244 | Acc(train) 0.0894 | Acc(val) 0.0989 |
Epoch 00054 | Loss(train) 3.6993 | Acc(train) 0.0982 | Acc(val) 0.1000 |
Epoch 00055 | Loss(train) 3.7016 | Acc(train) 0.1014 | Acc(val) 0.0979 |
Epoch 00056 | Loss(train) 3.7045 | Acc(train) 0.0989 | Acc(val) 0.0968 |
Epoch 00057 | Loss(train) 3.6707 | Acc(train) 0.0911 | Acc(val) 0.0979 |
Epoch 00058 | Loss(train) 3.6830 | Acc(train) 0.0993 | Acc(val) 0.0989 |
Epoch 00059 | Loss(train) 3.6876 | Acc(train) 0.0922 | Acc(val) 0.0989 |
Epoch 00060 | Loss(train) 3.6866 | Acc(train) 0.0986 | Acc(val) 0.0989 |
Epoch 00061 | Loss(train) 3.6735 | Acc(train) 0.0943 | Acc(val) 0.1074 |
Epoch 00062 | Loss(train) 3.6308 | Acc(train) 0.0986 | Acc(val) 0.1181 |
Early stopping at epoch 62
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.2, 'cal_hidden_dim': 128}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 706.66 MB
GPU Memory Reserved: 2156.00 MB
Exp 5/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2404 | Acc(train) 0.0156 | Acc(val) 0.0670 |*
Epoch 00002 | Loss(train) 4.2311 | Acc(train) 0.0326 | Acc(val) 0.0670 |
Epoch 00003 | Loss(train) 4.2167 | Acc(train) 0.0394 | Acc(val) 0.0862 |*
Epoch 00004 | Loss(train) 4.2028 | Acc(train) 0.0443 | Acc(val) 0.0915 |*
Epoch 00005 | Loss(train) 4.1817 | Acc(train) 0.0457 | Acc(val) 0.0596 |
Epoch 00006 | Loss(train) 4.1586 | Acc(train) 0.0528 | Acc(val) 0.0479 |
Epoch 00007 | Loss(train) 4.1335 | Acc(train) 0.0543 | Acc(val) 0.0447 |
Epoch 00008 | Loss(train) 4.1018 | Acc(train) 0.0475 | Acc(val) 0.0447 |
Epoch 00009 | Loss(train) 4.0892 | Acc(train) 0.0475 | Acc(val) 0.0447 |
Epoch 00010 | Loss(train) 4.0842 | Acc(train) 0.0514 | Acc(val) 0.0447 |
Epoch 00011 | Loss(train) 4.0598 | Acc(train) 0.0504 | Acc(val) 0.0447 |
Epoch 00012 | Loss(train) 4.0515 | Acc(train) 0.0482 | Acc(val) 0.0447 |
Epoch 00013 | Loss(train) 4.0395 | Acc(train) 0.0482 | Acc(val) 0.0447 |
Epoch 00014 | Loss(train) 4.0384 | Acc(train) 0.0571 | Acc(val) 0.0447 |
Epoch 00015 | Loss(train) 4.0565 | Acc(train) 0.0504 | Acc(val) 0.0447 |
Epoch 00016 | Loss(train) 4.0225 | Acc(train) 0.0525 | Acc(val) 0.0447 |
Epoch 00017 | Loss(train) 4.0065 | Acc(train) 0.0521 | Acc(val) 0.0447 |
Epoch 00018 | Loss(train) 4.0144 | Acc(train) 0.0543 | Acc(val) 0.0447 |
Epoch 00019 | Loss(train) 3.9876 | Acc(train) 0.0613 | Acc(val) 0.0447 |
Epoch 00020 | Loss(train) 3.9830 | Acc(train) 0.0553 | Acc(val) 0.0468 |
Epoch 00021 | Loss(train) 3.9805 | Acc(train) 0.0567 | Acc(val) 0.0500 |
Epoch 00022 | Loss(train) 3.9828 | Acc(train) 0.0553 | Acc(val) 0.0543 |
Epoch 00023 | Loss(train) 3.9690 | Acc(train) 0.0571 | Acc(val) 0.0596 |
Epoch 00024 | Loss(train) 3.9650 | Acc(train) 0.0571 | Acc(val) 0.0660 |
Epoch 00025 | Loss(train) 3.9677 | Acc(train) 0.0631 | Acc(val) 0.0745 |
Epoch 00026 | Loss(train) 3.9599 | Acc(train) 0.0599 | Acc(val) 0.0755 |
Epoch 00027 | Loss(train) 3.9472 | Acc(train) 0.0642 | Acc(val) 0.0766 |
Epoch 00028 | Loss(train) 3.9657 | Acc(train) 0.0610 | Acc(val) 0.0787 |
Epoch 00029 | Loss(train) 3.9400 | Acc(train) 0.0596 | Acc(val) 0.0787 |
Epoch 00030 | Loss(train) 3.9446 | Acc(train) 0.0660 | Acc(val) 0.0798 |
Epoch 00031 | Loss(train) 3.9347 | Acc(train) 0.0706 | Acc(val) 0.0798 |
Epoch 00032 | Loss(train) 3.9301 | Acc(train) 0.0691 | Acc(val) 0.0798 |
Epoch 00033 | Loss(train) 3.9244 | Acc(train) 0.0667 | Acc(val) 0.0798 |
Epoch 00034 | Loss(train) 3.9152 | Acc(train) 0.0660 | Acc(val) 0.0798 |
Epoch 00035 | Loss(train) 3.9184 | Acc(train) 0.0699 | Acc(val) 0.0798 |
Epoch 00036 | Loss(train) 3.9129 | Acc(train) 0.0706 | Acc(val) 0.0798 |
Epoch 00037 | Loss(train) 3.8948 | Acc(train) 0.0684 | Acc(val) 0.0798 |
Epoch 00038 | Loss(train) 3.8972 | Acc(train) 0.0748 | Acc(val) 0.0798 |
Epoch 00039 | Loss(train) 3.8869 | Acc(train) 0.0727 | Acc(val) 0.0798 |
Epoch 00040 | Loss(train) 3.8789 | Acc(train) 0.0755 | Acc(val) 0.0798 |
Epoch 00041 | Loss(train) 3.8753 | Acc(train) 0.0759 | Acc(val) 0.0798 |
Epoch 00042 | Loss(train) 3.8518 | Acc(train) 0.0770 | Acc(val) 0.0798 |
Epoch 00043 | Loss(train) 3.8460 | Acc(train) 0.0823 | Acc(val) 0.0798 |
Epoch 00044 | Loss(train) 3.8401 | Acc(train) 0.0833 | Acc(val) 0.0798 |
Epoch 00045 | Loss(train) 3.8295 | Acc(train) 0.0848 | Acc(val) 0.0798 |
Epoch 00046 | Loss(train) 3.8349 | Acc(train) 0.0848 | Acc(val) 0.0798 |
Epoch 00047 | Loss(train) 3.8236 | Acc(train) 0.0872 | Acc(val) 0.0819 |
Epoch 00048 | Loss(train) 3.7908 | Acc(train) 0.0890 | Acc(val) 0.0862 |
Epoch 00049 | Loss(train) 3.7969 | Acc(train) 0.0940 | Acc(val) 0.0872 |
Epoch 00050 | Loss(train) 3.7795 | Acc(train) 0.0879 | Acc(val) 0.0883 |
Epoch 00051 | Loss(train) 3.7610 | Acc(train) 0.0922 | Acc(val) 0.0883 |
Epoch 00052 | Loss(train) 3.7642 | Acc(train) 0.0965 | Acc(val) 0.0883 |
Epoch 00053 | Loss(train) 3.7497 | Acc(train) 0.0926 | Acc(val) 0.0872 |
Early stopping at epoch 53
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.2, 'cal_hidden_dim': 128}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 706.66 MB
GPU Memory Reserved: 2156.00 MB
Exp 6/10
************************************
Start fitting model
************************************
