/root/WATS/model/calibrator.py:322: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ../torch/csrc/utils/tensor_new.cpp:274.)
  torch.tensor([L.row, L.col]),
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: citeseer | #Nodes: 3327 | #Edges: 12431 | #Classes: 6 |#Features: 3703
Epoch 00016 | Loss(train) 1.7446 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00017 | Loss(train) 1.7418 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00018 | Loss(train) 1.7412 | Acc(train) 0.2244 | Acc(val) 0.2470 |
Epoch 00019 | Loss(train) 1.7408 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00020 | Loss(train) 1.7431 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00021 | Loss(train) 1.7427 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00022 | Loss(train) 1.7435 | Acc(train) 0.2244 | Acc(val) 0.2470 |
Epoch 00023 | Loss(train) 1.7414 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00024 | Loss(train) 1.7401 | Acc(train) 0.2244 | Acc(val) 0.2470 |
Epoch 00025 | Loss(train) 1.7351 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00026 | Loss(train) 1.7286 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00027 | Loss(train) 1.7352 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00028 | Loss(train) 1.7409 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00029 | Loss(train) 1.7334 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00030 | Loss(train) 1.7401 | Acc(train) 0.2244 | Acc(val) 0.2470 |
Epoch 00031 | Loss(train) 1.7311 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00032 | Loss(train) 1.7318 | Acc(train) 0.2244 | Acc(val) 0.2470 |
Epoch 00033 | Loss(train) 1.7314 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00034 | Loss(train) 1.7317 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00035 | Loss(train) 1.7282 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00036 | Loss(train) 1.7258 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00037 | Loss(train) 1.7294 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00038 | Loss(train) 1.7274 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00039 | Loss(train) 1.7315 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00040 | Loss(train) 1.7239 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00041 | Loss(train) 1.7217 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00042 | Loss(train) 1.7213 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00043 | Loss(train) 1.7231 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00044 | Loss(train) 1.7208 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00045 | Loss(train) 1.7223 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00046 | Loss(train) 1.7187 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00047 | Loss(train) 1.7206 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00048 | Loss(train) 1.7208 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00049 | Loss(train) 1.7189 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00050 | Loss(train) 1.7133 | Acc(train) 0.2425 | Acc(val) 0.2470 |
Epoch 00051 | Loss(train) 1.7085 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00052 | Loss(train) 1.7131 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00053 | Loss(train) 1.7136 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Early stopping at epoch 53
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 3703, 'out_dim': 6}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 112.41 MB
GPU Memory Reserved: 184.00 MB
Exp 5/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.7859 | Acc(train) 0.2285 | Acc(val) 0.2470 |*
Epoch 00002 | Loss(train) 1.7862 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00003 | Loss(train) 1.7853 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00004 | Loss(train) 1.7861 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00005 | Loss(train) 1.7724 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00006 | Loss(train) 1.7669 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00007 | Loss(train) 1.7675 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00008 | Loss(train) 1.7626 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00009 | Loss(train) 1.7577 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00010 | Loss(train) 1.7618 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00011 | Loss(train) 1.7539 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00012 | Loss(train) 1.7523 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00013 | Loss(train) 1.7514 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00014 | Loss(train) 1.7438 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00015 | Loss(train) 1.7413 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00016 | Loss(train) 1.7428 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00017 | Loss(train) 1.7392 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00018 | Loss(train) 1.7421 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00019 | Loss(train) 1.7366 | Acc(train) 0.2244 | Acc(val) 0.2470 |
Epoch 00020 | Loss(train) 1.7370 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00021 | Loss(train) 1.7476 | Acc(train) 0.2104 | Acc(val) 0.2470 |
Epoch 00022 | Loss(train) 1.7406 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00023 | Loss(train) 1.7301 | Acc(train) 0.2465 | Acc(val) 0.2470 |
Epoch 00024 | Loss(train) 1.7460 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00025 | Loss(train) 1.7381 | Acc(train) 0.2325 | Acc(val) 0.2470 |
Epoch 00026 | Loss(train) 1.7304 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00027 | Loss(train) 1.7325 | Acc(train) 0.2204 | Acc(val) 0.2470 |
Epoch 00028 | Loss(train) 1.7353 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00029 | Loss(train) 1.7369 | Acc(train) 0.2164 | Acc(val) 0.2470 |
Epoch 00030 | Loss(train) 1.7391 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00031 | Loss(train) 1.7271 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00032 | Loss(train) 1.7244 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00033 | Loss(train) 1.7183 | Acc(train) 0.2485 | Acc(val) 0.2470 |
Epoch 00034 | Loss(train) 1.7387 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00035 | Loss(train) 1.7205 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00036 | Loss(train) 1.7253 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00037 | Loss(train) 1.7285 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00038 | Loss(train) 1.7226 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00039 | Loss(train) 1.7177 | Acc(train) 0.2345 | Acc(val) 0.2470 |
Epoch 00040 | Loss(train) 1.7240 | Acc(train) 0.2265 | Acc(val) 0.2470 |
Epoch 00041 | Loss(train) 1.7207 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00042 | Loss(train) 1.7124 | Acc(train) 0.2305 | Acc(val) 0.2470 |
Epoch 00043 | Loss(train) 1.7167 | Acc(train) 0.2405 | Acc(val) 0.2470 |
Epoch 00044 | Loss(train) 1.7149 | Acc(train) 0.2285 | Acc(val) 0.2470 |
Epoch 00045 | Loss(train) 1.7177 | Acc(train) 0.2385 | Acc(val) 0.2470 |
Epoch 00046 | Loss(train) 1.7096 | Acc(train) 0.2485 | Acc(val) 0.2470 |
Epoch 00047 | Loss(train) 1.7246 | Acc(train) 0.2365 | Acc(val) 0.2470 |
Epoch 00048 | Loss(train) 1.7124 | Acc(train) 0.2425 | Acc(val) 0.2470 |
Epoch 00049 | Loss(train) 1.7098 | Acc(train) 0.2525 | Acc(val) 0.2470 |
Epoch 00050 | Loss(train) 1.7004 | Acc(train) 0.2565 | Acc(val) 0.2470 |
Early stopping at epoch 50
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 3703, 'out_dim': 6}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 112.41 MB
GPU Memory Reserved: 184.00 MB
Exp 6/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.7831 | Acc(train) 0.1884 | Acc(val) 0.1627 |*
Epoch 00002 | Loss(train) 1.7842 | Acc(train) 0.2164 | Acc(val) 0.1627 |
Epoch 00003 | Loss(train) 1.7790 | Acc(train) 0.2144 | Acc(val) 0.1627 |
Epoch 00004 | Loss(train) 1.7770 | Acc(train) 0.2004 | Acc(val) 0.1627 |
Epoch 00005 | Loss(train) 1.7734 | Acc(train) 0.2084 | Acc(val) 0.1627 |
Epoch 00006 | Loss(train) 1.7712 | Acc(train) 0.2044 | Acc(val) 0.1627 |
Epoch 00007 | Loss(train) 1.7689 | Acc(train) 0.2024 | Acc(val) 0.1627 |
Epoch 00008 | Loss(train) 1.7665 | Acc(train) 0.1984 | Acc(val) 0.1627 |
Epoch 00009 | Loss(train) 1.7601 | Acc(train) 0.2204 | Acc(val) 0.1627 |
Epoch 00010 | Loss(train) 1.7539 | Acc(train) 0.2405 | Acc(val) 0.1627 |
Epoch 00011 | Loss(train) 1.7526 | Acc(train) 0.2305 | Acc(val) 0.1687 |*
Epoch 00012 | Loss(train) 1.7538 | Acc(train) 0.2405 | Acc(val) 0.1928 |*
Epoch 00013 | Loss(train) 1.7481 | Acc(train) 0.2485 | Acc(val) 0.2410 |*
Epoch 00014 | Loss(train) 1.7504 | Acc(train) 0.2285 | Acc(val) 0.2651 |*
Epoch 00015 | Loss(train) 1.7385 | Acc(train) 0.2465 | Acc(val) 0.2711 |*
Epoch 00016 | Loss(train) 1.7440 | Acc(train) 0.2285 | Acc(val) 0.2590 |
Epoch 00017 | Loss(train) 1.7395 | Acc(train) 0.2605 | Acc(val) 0.2590 |
Epoch 00018 | Loss(train) 1.7389 | Acc(train) 0.2545 | Acc(val) 0.2530 |
Epoch 00019 | Loss(train) 1.7383 | Acc(train) 0.2224 | Acc(val) 0.2530 |
Epoch 00020 | Loss(train) 1.7333 | Acc(train) 0.2525 | Acc(val) 0.2530 |
Epoch 00021 | Loss(train) 1.7367 | Acc(train) 0.2665 | Acc(val) 0.2530 |
Epoch 00022 | Loss(train) 1.7328 | Acc(train) 0.2465 | Acc(val) 0.2530 |
Epoch 00023 | Loss(train) 1.7407 | Acc(train) 0.2124 | Acc(val) 0.2530 |
Epoch 00024 | Loss(train) 1.7253 | Acc(train) 0.2425 | Acc(val) 0.2530 |
Epoch 00025 | Loss(train) 1.7248 | Acc(train) 0.2485 | Acc(val) 0.2530 |
Epoch 00026 | Loss(train) 1.7289 | Acc(train) 0.2605 | Acc(val) 0.2530 |
Epoch 00027 | Loss(train) 1.7224 | Acc(train) 0.2605 | Acc(val) 0.2590 |
Epoch 00028 | Loss(train) 1.7282 | Acc(train) 0.2705 | Acc(val) 0.2590 |
Epoch 00029 | Loss(train) 1.7394 | Acc(train) 0.2405 | Acc(val) 0.2651 |
Epoch 00030 | Loss(train) 1.7235 | Acc(train) 0.2505 | Acc(val) 0.2831 |*
Epoch 00031 | Loss(train) 1.7145 | Acc(train) 0.2986 | Acc(val) 0.2892 |*
Epoch 00032 | Loss(train) 1.7221 | Acc(train) 0.2806 | Acc(val) 0.2892 |
Epoch 00033 | Loss(train) 1.7232 | Acc(train) 0.2485 | Acc(val) 0.2892 |
Epoch 00034 | Loss(train) 1.7193 | Acc(train) 0.2826 | Acc(val) 0.2892 |
Epoch 00035 | Loss(train) 1.7111 | Acc(train) 0.2605 | Acc(val) 0.2892 |
Epoch 00036 | Loss(train) 1.7114 | Acc(train) 0.2725 | Acc(val) 0.2892 |
Epoch 00037 | Loss(train) 1.7076 | Acc(train) 0.2846 | Acc(val) 0.2892 |
Epoch 00038 | Loss(train) 1.7202 | Acc(train) 0.2906 | Acc(val) 0.2892 |
Epoch 00039 | Loss(train) 1.7023 | Acc(train) 0.2946 | Acc(val) 0.3012 |*
Epoch 00040 | Loss(train) 1.7121 | Acc(train) 0.2906 | Acc(val) 0.2952 |
Epoch 00041 | Loss(train) 1.7162 | Acc(train) 0.2445 | Acc(val) 0.2892 |
Epoch 00042 | Loss(train) 1.7069 | Acc(train) 0.2866 | Acc(val) 0.2892 |
Epoch 00043 | Loss(train) 1.7081 | Acc(train) 0.3026 | Acc(val) 0.2831 |
Epoch 00044 | Loss(train) 1.7013 | Acc(train) 0.2906 | Acc(val) 0.2831 |
Epoch 00045 | Loss(train) 1.7066 | Acc(train) 0.3006 | Acc(val) 0.2771 |
Epoch 00046 | Loss(train) 1.6907 | Acc(train) 0.3287 | Acc(val) 0.2711 |
Epoch 00047 | Loss(train) 1.6941 | Acc(train) 0.2966 | Acc(val) 0.2651 |
Epoch 00048 | Loss(train) 1.6993 | Acc(train) 0.2685 | Acc(val) 0.2590 |
Epoch 00049 | Loss(train) 1.6980 | Acc(train) 0.3106 | Acc(val) 0.2590 |
Epoch 00050 | Loss(train) 1.6982 | Acc(train) 0.2826 | Acc(val) 0.2651 |
Epoch 00051 | Loss(train) 1.6930 | Acc(train) 0.2926 | Acc(val) 0.2651 |
Epoch 00052 | Loss(train) 1.6893 | Acc(train) 0.2806 | Acc(val) 0.2651 |
Epoch 00053 | Loss(train) 1.6845 | Acc(train) 0.2886 | Acc(val) 0.2711 |
Epoch 00054 | Loss(train) 1.6760 | Acc(train) 0.2966 | Acc(val) 0.2711 |
Epoch 00055 | Loss(train) 1.6827 | Acc(train) 0.3106 | Acc(val) 0.2651 |
Epoch 00056 | Loss(train) 1.6771 | Acc(train) 0.2946 | Acc(val) 0.2651 |
Epoch 00057 | Loss(train) 1.6751 | Acc(train) 0.3146 | Acc(val) 0.2711 |
Epoch 00058 | Loss(train) 1.6786 | Acc(train) 0.3186 | Acc(val) 0.2831 |
Epoch 00059 | Loss(train) 1.6745 | Acc(train) 0.3226 | Acc(val) 0.2892 |
Epoch 00060 | Loss(train) 1.6532 | Acc(train) 0.3627 | Acc(val) 0.2892 |
Epoch 00061 | Loss(train) 1.6569 | Acc(train) 0.3307 | Acc(val) 0.3072 |*
Epoch 00062 | Loss(train) 1.6607 | Acc(train) 0.3307 | Acc(val) 0.3012 |
Epoch 00063 | Loss(train) 1.6659 | Acc(train) 0.3246 | Acc(val) 0.3133 |*
Epoch 00064 | Loss(train) 1.6454 | Acc(train) 0.3126 | Acc(val) 0.3133 |
Epoch 00065 | Loss(train) 1.6347 | Acc(train) 0.3928 | Acc(val) 0.3193 |*
Epoch 00066 | Loss(train) 1.6353 | Acc(train) 0.3868 | Acc(val) 0.3313 |*
Epoch 00067 | Loss(train) 1.6361 | Acc(train) 0.3647 | Acc(val) 0.3614 |*
Epoch 00068 | Loss(train) 1.6246 | Acc(train) 0.4068 | Acc(val) 0.3675 |*
Epoch 00069 | Loss(train) 1.6366 | Acc(train) 0.3888 | Acc(val) 0.3675 |
Epoch 00070 | Loss(train) 1.6395 | Acc(train) 0.3527 | Acc(val) 0.3675 |
Epoch 00071 | Loss(train) 1.6188 | Acc(train) 0.4068 | Acc(val) 0.3675 |
Epoch 00072 | Loss(train) 1.6149 | Acc(train) 0.3788 | Acc(val) 0.3675 |
Epoch 00073 | Loss(train) 1.6326 | Acc(train) 0.3848 | Acc(val) 0.3795 |*
Epoch 00074 | Loss(train) 1.6184 | Acc(train) 0.3828 | Acc(val) 0.4096 |*
Epoch 00075 | Loss(train) 1.6256 | Acc(train) 0.4248 | Acc(val) 0.4458 |*
Epoch 00076 | Loss(train) 1.6037 | Acc(train) 0.3968 | Acc(val) 0.4458 |
Epoch 00077 | Loss(train) 1.6088 | Acc(train) 0.3988 | Acc(val) 0.4880 |*
Epoch 00078 | Loss(train) 1.5804 | Acc(train) 0.4208 | Acc(val) 0.4880 |
Epoch 00079 | Loss(train) 1.5856 | Acc(train) 0.4289 | Acc(val) 0.5120 |*
Epoch 00080 | Loss(train) 1.5781 | Acc(train) 0.4389 | Acc(val) 0.5301 |*
Epoch 00081 | Loss(train) 1.5850 | Acc(train) 0.4289 | Acc(val) 0.5301 |
Epoch 00082 | Loss(train) 1.5822 | Acc(train) 0.4389 | Acc(val) 0.5301 |
Epoch 00083 | Loss(train) 1.5655 | Acc(train) 0.4489 | Acc(val) 0.5120 |
Epoch 00084 | Loss(train) 1.5468 | Acc(train) 0.4469 | Acc(val) 0.5060 |
Epoch 00085 | Loss(train) 1.5813 | Acc(train) 0.4128 | Acc(val) 0.5361 |*
Epoch 00086 | Loss(train) 1.5275 | Acc(train) 0.4589 | Acc(val) 0.5422 |*
Epoch 00087 | Loss(train) 1.5195 | Acc(train) 0.4248 | Acc(val) 0.5602 |*
Epoch 00088 | Loss(train) 1.5156 | Acc(train) 0.4269 | Acc(val) 0.5602 |
Epoch 00089 | Loss(train) 1.5325 | Acc(train) 0.4529 | Acc(val) 0.5723 |*
Epoch 00090 | Loss(train) 1.5100 | Acc(train) 0.4649 | Acc(val) 0.5663 |
Epoch 00091 | Loss(train) 1.5085 | Acc(train) 0.4509 | Acc(val) 0.5964 |*
Epoch 00092 | Loss(train) 1.4965 | Acc(train) 0.4830 | Acc(val) 0.5783 |
Epoch 00093 | Loss(train) 1.4799 | Acc(train) 0.4790 | Acc(val) 0.5723 |
Epoch 00094 | Loss(train) 1.5242 | Acc(train) 0.4289 | Acc(val) 0.5663 |
Epoch 00095 | Loss(train) 1.5090 | Acc(train) 0.4409 | Acc(val) 0.5904 |
Epoch 00096 | Loss(train) 1.4870 | Acc(train) 0.4749 | Acc(val) 0.6024 |*
Epoch 00097 | Loss(train) 1.4722 | Acc(train) 0.4970 | Acc(val) 0.5904 |
Epoch 00098 | Loss(train) 1.4830 | Acc(train) 0.4990 | Acc(val) 0.5964 |
Epoch 00099 | Loss(train) 1.4549 | Acc(train) 0.5230 | Acc(val) 0.5843 |
Epoch 00100 | Loss(train) 1.4439 | Acc(train) 0.4910 | Acc(val) 0.5723 |
Epoch 00101 | Loss(train) 1.4240 | Acc(train) 0.5090 | Acc(val) 0.5663 |
Epoch 00102 | Loss(train) 1.4307 | Acc(train) 0.4930 | Acc(val) 0.5843 |
Epoch 00103 | Loss(train) 1.4230 | Acc(train) 0.4910 | Acc(val) 0.5904 |
Epoch 00104 | Loss(train) 1.4347 | Acc(train) 0.5050 | Acc(val) 0.6024 |
Epoch 00105 | Loss(train) 1.4565 | Acc(train) 0.4709 | Acc(val) 0.5964 |
Epoch 00106 | Loss(train) 1.4235 | Acc(train) 0.4790 | Acc(val) 0.6024 |
Epoch 00107 | Loss(train) 1.4300 | Acc(train) 0.4890 | Acc(val) 0.5964 |
Epoch 00108 | Loss(train) 1.4002 | Acc(train) 0.5090 | Acc(val) 0.5904 |
Epoch 00109 | Loss(train) 1.4145 | Acc(train) 0.5130 | Acc(val) 0.5904 |
Epoch 00110 | Loss(train) 1.4233 | Acc(train) 0.5311 | Acc(val) 0.5843 |
Epoch 00111 | Loss(train) 1.4000 | Acc(train) 0.5110 | Acc(val) 0.5843 |
Epoch 00112 | Loss(train) 1.3813 | Acc(train) 0.5190 | Acc(val) 0.5783 |
Epoch 00113 | Loss(train) 1.3762 | Acc(train) 0.5110 | Acc(val) 0.5602 |
Epoch 00114 | Loss(train) 1.3678 | Acc(train) 0.5551 | Acc(val) 0.5663 |
Epoch 00115 | Loss(train) 1.3640 | Acc(train) 0.5391 | Acc(val) 0.6145 |*
Epoch 00116 | Loss(train) 1.4055 | Acc(train) 0.4990 | Acc(val) 0.5964 |
Epoch 00117 | Loss(train) 1.3773 | Acc(train) 0.5210 | Acc(val) 0.5964 |
Epoch 00118 | Loss(train) 1.5797 | Acc(train) 0.5010 | Acc(val) 0.6024 |
Epoch 00119 | Loss(train) 1.3497 | Acc(train) 0.5491 | Acc(val) 0.6024 |
Epoch 00120 | Loss(train) 1.3890 | Acc(train) 0.5331 | Acc(val) 0.6024 |
Epoch 00121 | Loss(train) 1.4002 | Acc(train) 0.5230 | Acc(val) 0.6084 |
Epoch 00122 | Loss(train) 1.3212 | Acc(train) 0.5651 | Acc(val) 0.6205 |*
Epoch 00123 | Loss(train) 1.3877 | Acc(train) 0.5170 | Acc(val) 0.6205 |
Epoch 00124 | Loss(train) 1.3339 | Acc(train) 0.5551 | Acc(val) 0.5964 |
Epoch 00125 | Loss(train) 1.3868 | Acc(train) 0.5010 | Acc(val) 0.5904 |
Epoch 00126 | Loss(train) 1.3819 | Acc(train) 0.5230 | Acc(val) 0.6205 |
Epoch 00127 | Loss(train) 1.3569 | Acc(train) 0.5411 | Acc(val) 0.6024 |
Epoch 00128 | Loss(train) 1.3418 | Acc(train) 0.5391 | Acc(val) 0.6024 |
Epoch 00129 | Loss(train) 1.3529 | Acc(train) 0.5291 | Acc(val) 0.6024 |
Epoch 00130 | Loss(train) 1.3017 | Acc(train) 0.5691 | Acc(val) 0.6145 |
Epoch 00131 | Loss(train) 1.3333 | Acc(train) 0.5671 | Acc(val) 0.6145 |
Epoch 00132 | Loss(train) 1.3986 | Acc(train) 0.5331 | Acc(val) 0.6325 |*
Epoch 00133 | Loss(train) 1.3294 | Acc(train) 0.5491 | Acc(val) 0.6325 |
Epoch 00134 | Loss(train) 1.3047 | Acc(train) 0.5711 | Acc(val) 0.6205 |
Epoch 00135 | Loss(train) 1.3627 | Acc(train) 0.5090 | Acc(val) 0.6265 |
Epoch 00136 | Loss(train) 1.3504 | Acc(train) 0.5230 | Acc(val) 0.6325 |
Epoch 00137 | Loss(train) 1.3056 | Acc(train) 0.5752 | Acc(val) 0.6506 |*
Epoch 00138 | Loss(train) 1.3643 | Acc(train) 0.5371 | Acc(val) 0.6325 |
Epoch 00139 | Loss(train) 1.3323 | Acc(train) 0.5391 | Acc(val) 0.6205 |
Epoch 00140 | Loss(train) 1.3343 | Acc(train) 0.5491 | Acc(val) 0.6265 |
Epoch 00141 | Loss(train) 1.3267 | Acc(train) 0.5832 | Acc(val) 0.6325 |
Epoch 00142 | Loss(train) 1.2908 | Acc(train) 0.5551 | Acc(val) 0.6325 |
Epoch 00143 | Loss(train) 1.2976 | Acc(train) 0.5832 | Acc(val) 0.6145 |
Epoch 00144 | Loss(train) 1.3147 | Acc(train) 0.5431 | Acc(val) 0.6084 |
Epoch 00145 | Loss(train) 1.3144 | Acc(train) 0.5872 | Acc(val) 0.6325 |
Epoch 00146 | Loss(train) 1.2980 | Acc(train) 0.5671 | Acc(val) 0.6386 |
Epoch 00147 | Loss(train) 1.2842 | Acc(train) 0.5591 | Acc(val) 0.6325 |
Epoch 00148 | Loss(train) 1.2952 | Acc(train) 0.5411 | Acc(val) 0.6386 |
Epoch 00149 | Loss(train) 1.2930 | Acc(train) 0.5391 | Acc(val) 0.6386 |
Epoch 00150 | Loss(train) 1.2743 | Acc(train) 0.5651 | Acc(val) 0.6446 |
Epoch 00151 | Loss(train) 1.2888 | Acc(train) 0.5651 | Acc(val) 0.6446 |
Epoch 00152 | Loss(train) 1.2794 | Acc(train) 0.5812 | Acc(val) 0.6506 |
Epoch 00153 | Loss(train) 1.2795 | Acc(train) 0.5752 | Acc(val) 0.6566 |*
Epoch 00154 | Loss(train) 1.2781 | Acc(train) 0.5731 | Acc(val) 0.6627 |*
Epoch 00155 | Loss(train) 1.2466 | Acc(train) 0.5812 | Acc(val) 0.6506 |
Epoch 00156 | Loss(train) 1.2498 | Acc(train) 0.5812 | Acc(val) 0.6506 |
Epoch 00157 | Loss(train) 1.2694 | Acc(train) 0.5631 | Acc(val) 0.6506 |
Epoch 00158 | Loss(train) 1.2561 | Acc(train) 0.5772 | Acc(val) 0.6506 |
Epoch 00159 | Loss(train) 1.2886 | Acc(train) 0.5731 | Acc(val) 0.6566 |
Epoch 00160 | Loss(train) 1.2436 | Acc(train) 0.5992 | Acc(val) 0.6386 |
Epoch 00161 | Loss(train) 1.2800 | Acc(train) 0.5511 | Acc(val) 0.6325 |
Epoch 00162 | Loss(train) 1.2781 | Acc(train) 0.5451 | Acc(val) 0.6325 |
Epoch 00163 | Loss(train) 1.2466 | Acc(train) 0.5691 | Acc(val) 0.6325 |
Epoch 00164 | Loss(train) 1.2471 | Acc(train) 0.5772 | Acc(val) 0.6325 |
Epoch 00165 | Loss(train) 1.2565 | Acc(train) 0.5752 | Acc(val) 0.6446 |
Epoch 00166 | Loss(train) 1.2511 | Acc(train) 0.5792 | Acc(val) 0.6386 |
Epoch 00167 | Loss(train) 1.2473 | Acc(train) 0.5872 | Acc(val) 0.6566 |
Epoch 00168 | Loss(train) 1.2749 | Acc(train) 0.5251 | Acc(val) 0.6446 |
Epoch 00169 | Loss(train) 1.2148 | Acc(train) 0.6012 | Acc(val) 0.6446 |
Epoch 00170 | Loss(train) 1.2601 | Acc(train) 0.5711 | Acc(val) 0.6506 |
Epoch 00171 | Loss(train) 1.2689 | Acc(train) 0.5531 | Acc(val) 0.6627 |
Epoch 00172 | Loss(train) 1.2995 | Acc(train) 0.5711 | Acc(val) 0.6747 |*
Epoch 00173 | Loss(train) 1.2143 | Acc(train) 0.5932 | Acc(val) 0.6928 |*
Epoch 00174 | Loss(train) 1.2401 | Acc(train) 0.5792 | Acc(val) 0.6747 |
